"","participant","list","presentationorder","verb","frame","voice","polarity","conditional","veridicality","acceptability","nativeenglish","exclude","veridicality_num","conditional2","item"
"12836",189,2,52,"flatter","that_S","passive","positive","True","yes",5,"True","False",1,"conditional","flatter-that_S-passive-positive-conditional"
"12837",189,2,53,"misinform","that_S","passive","negative","True","maybe",1,"True","False",0,"conditional","misinform-that_S-passive-negative-conditional"
"12838",189,2,54,"implore","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","implore-that_S-active-negative-conditional"
"12839",189,2,55,"vow","that_S","active","positive","True","yes",6,"True","False",1,"conditional","vow-that_S-active-positive-conditional"
"12840",189,2,56,"indict","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","indict-that_S-active-negative-conditional"
"12841",189,2,57,"comment","that_S","active","negative","True","maybe",4,"True","False",0,"conditional","comment-that_S-active-negative-conditional"
"12842",189,2,58,"delight","that_S","passive","positive","True","yes",6,"True","False",1,"conditional","delight-that_S-passive-positive-conditional"
"12843",189,2,59,"spellbind","that_S","passive","positive","True","yes",6,"True","False",1,"conditional","spellbind-that_S-passive-positive-conditional"
"12844",189,2,60,"forgive","that_S","passive","positive","True","yes",3,"True","False",1,"conditional","forgive-that_S-passive-positive-conditional"
"12845",189,2,61,"reveal","that_S","active","positive","True","yes",6,"True","False",1,"conditional","reveal-that_S-active-positive-conditional"
"12846",189,2,62,"decide","that_S","active","positive","True","yes",6,"True","False",1,"conditional","decide-that_S-active-positive-conditional"
"12847",189,2,63,"bless","that_S","passive","negative","True","maybe",2,"True","False",0,"conditional","bless-that_S-passive-negative-conditional"
"12848",189,2,64,"groan","that_S","active","positive","True","yes",3,"True","False",1,"conditional","groan-that_S-active-positive-conditional"
"12849",189,2,65,"cackle","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","cackle-that_S-active-negative-conditional"
"12850",189,2,66,"freak_out","that_S","passive","positive","True","yes",5,"True","False",1,"conditional","freak_out-that_S-passive-positive-conditional"
"12851",189,2,67,"compute","that_S","active","positive","True","maybe",2,"True","False",0,"conditional","compute-that_S-active-positive-conditional"
"12852",189,2,68,"reaffirm","that_S","passive","negative","True","maybe",2,"True","False",0,"conditional","reaffirm-that_S-passive-negative-conditional"
"12853",72,2,1,"gloat","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","gloat-that_S-active-positive-conditional"
"12854",72,2,2,"evaluate","that_S","active","positive","True","yes",4,"True","False",1,"conditional","evaluate-that_S-active-positive-conditional"
"12855",72,2,3,"reject","that_S","active","positive","True","no",7,"True","False",-1,"conditional","reject-that_S-active-positive-conditional"
"12856",72,2,4,"stupefy","that_S","passive","negative","True","maybe",3,"True","False",0,"conditional","stupefy-that_S-passive-negative-conditional"
"12857",72,2,5,"point_out","that_S","active","positive","True","yes",7,"True","False",1,"conditional","point_out-that_S-active-positive-conditional"
"12858",72,2,6,"disturb","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","disturb-that_S-passive-negative-conditional"
"12859",72,2,7,"guarantee","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","guarantee-that_S-passive-negative-conditional"
"12860",72,2,8,"disagree","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","disagree-that_S-active-positive-conditional"
"12861",72,2,9,"muse","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","muse-that_S-active-positive-conditional"
"12862",72,2,10,"dislike","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","dislike-that_S-active-negative-conditional"
"12863",72,2,11,"perplex","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","perplex-that_S-passive-positive-conditional"
"12864",72,2,12,"spot","that_S","active","positive","True","yes",7,"True","False",1,"conditional","spot-that_S-active-positive-conditional"
"12865",72,2,13,"daydream","that_S","active","negative","True","yes",7,"True","False",1,"conditional","daydream-that_S-active-negative-conditional"
"12866",72,2,14,"grimace","that_S","active","positive","True","yes",7,"True","False",1,"conditional","grimace-that_S-active-positive-conditional"
"12867",72,2,15,"demonstrate","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","demonstrate-that_S-active-positive-conditional"
"12868",72,2,16,"beam","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","beam-that_S-active-negative-conditional"
"12869",72,2,17,"gloat","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","gloat-that_S-active-negative-conditional"
"12870",72,2,18,"uphold","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","uphold-that_S-active-positive-conditional"
"12871",72,2,19,"debate","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","debate-that_S-active-positive-conditional"
"12872",72,2,20,"signal","that_S","passive","positive","True","maybe",5,"True","False",0,"conditional","signal-that_S-passive-positive-conditional"
"12873",72,2,21,"hoot","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","hoot-that_S-active-positive-conditional"
"12874",72,2,22,"utter","that_S","active","positive","True","yes",7,"True","False",1,"conditional","utter-that_S-active-positive-conditional"
"12875",72,2,23,"overhear","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","overhear-that_S-active-positive-conditional"
"12876",72,2,24,"read","that_S","active","positive","True","yes",7,"True","False",1,"conditional","read-that_S-active-positive-conditional"
"12877",72,2,25,"measure","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","measure-that_S-active-negative-conditional"
"12878",72,2,26,"resolve","that_S","active","positive","True","yes",7,"True","False",1,"conditional","resolve-that_S-active-positive-conditional"
"12879",72,2,27,"compute","that_S","active","negative","True","no",5,"True","False",-1,"conditional","compute-that_S-active-negative-conditional"
"12880",72,2,28,"perceive","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","perceive-that_S-active-negative-conditional"
"12881",72,2,29,"challenge","that_S","passive","positive","True","maybe",4,"True","False",0,"conditional","challenge-that_S-passive-positive-conditional"
"12882",72,2,30,"infer","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","infer-that_S-active-negative-conditional"
"12883",72,2,31,"agree","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","agree-that_S-active-negative-conditional"
"12884",72,2,32,"traumatize","that_S","passive","negative","True","maybe",2,"True","False",0,"conditional","traumatize-that_S-passive-negative-conditional"
"12885",72,2,33,"promise","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","promise-that_S-active-negative-conditional"
"12886",72,2,34,"publish","that_S","active","positive","True","yes",6,"True","False",1,"conditional","publish-that_S-active-positive-conditional"
"12887",72,2,35,"certify","that_S","active","positive","True","yes",4,"True","False",1,"conditional","certify-that_S-active-positive-conditional"
"12888",72,2,36,"determine","that_S","active","positive","True","yes",7,"True","False",1,"conditional","determine-that_S-active-positive-conditional"
"12889",72,2,37,"fabricate","that_S","active","negative","True","yes",7,"True","False",1,"conditional","fabricate-that_S-active-negative-conditional"
"12890",72,2,38,"address","that_S","active","positive","True","yes",7,"True","False",1,"conditional","address-that_S-active-positive-conditional"
"12891",72,2,39,"visualize","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","visualize-that_S-active-positive-conditional"
"12892",72,2,40,"grin","that_S","active","positive","True","maybe",4,"True","False",0,"conditional","grin-that_S-active-positive-conditional"
"12893",72,2,41,"pity","that_S","active","negative","True","yes",2,"True","False",1,"conditional","pity-that_S-active-negative-conditional"
"12894",72,2,42,"encourage","that_S","passive","negative","True","maybe",2,"True","False",0,"conditional","encourage-that_S-passive-negative-conditional"
"12895",72,2,43,"challenge","that_S","active","positive","True","yes",6,"True","False",1,"conditional","challenge-that_S-active-positive-conditional"
"12896",72,2,44,"boggle","that_S","passive","negative","True","yes",5,"True","False",1,"conditional","boggle-that_S-passive-negative-conditional"
"12897",72,2,45,"disclose","that_S","active","negative","True","yes",6,"True","False",1,"conditional","disclose-that_S-active-negative-conditional"
"12898",72,2,46,"rule","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","rule-that_S-active-negative-conditional"
"12899",72,2,47,"vow","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","vow-that_S-active-negative-conditional"
"12900",72,2,48,"disillusion","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","disillusion-that_S-passive-positive-conditional"
"12901",72,2,49,"hush_up","that_S","active","negative","True","yes",7,"True","False",1,"conditional","hush_up-that_S-active-negative-conditional"
"12902",72,2,50,"accept","that_S","active","negative","True","yes",7,"True","False",1,"conditional","accept-that_S-active-negative-conditional"
"12903",72,2,51,"surprise","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","surprise-that_S-passive-negative-conditional"
"12904",72,2,52,"flatter","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","flatter-that_S-passive-positive-conditional"
"12905",72,2,53,"misinform","that_S","passive","negative","True","maybe",5,"True","False",0,"conditional","misinform-that_S-passive-negative-conditional"
"12906",72,2,54,"implore","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","implore-that_S-active-negative-conditional"
"12907",72,2,55,"vow","that_S","active","positive","True","yes",7,"True","False",1,"conditional","vow-that_S-active-positive-conditional"
"12908",72,2,56,"indict","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","indict-that_S-active-negative-conditional"
"12909",72,2,57,"comment","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","comment-that_S-active-negative-conditional"
"12910",72,2,58,"delight","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","delight-that_S-passive-positive-conditional"
"12911",72,2,59,"spellbind","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","spellbind-that_S-passive-positive-conditional"
"12912",72,2,60,"forgive","that_S","passive","positive","True","yes",2,"True","False",1,"conditional","forgive-that_S-passive-positive-conditional"
"12913",72,2,61,"reveal","that_S","active","positive","True","yes",7,"True","False",1,"conditional","reveal-that_S-active-positive-conditional"
"12914",72,2,62,"decide","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","decide-that_S-active-positive-conditional"
"12915",72,2,63,"bless","that_S","passive","negative","True","maybe",1,"True","False",0,"conditional","bless-that_S-passive-negative-conditional"
"12916",72,2,64,"groan","that_S","active","positive","True","yes",7,"True","False",1,"conditional","groan-that_S-active-positive-conditional"
"12917",72,2,65,"cackle","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","cackle-that_S-active-negative-conditional"
"12918",72,2,66,"freak_out","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","freak_out-that_S-passive-positive-conditional"
"12919",72,2,67,"compute","that_S","active","positive","True","yes",7,"True","False",1,"conditional","compute-that_S-active-positive-conditional"
"12920",72,2,68,"reaffirm","that_S","passive","negative","True","maybe",6,"True","False",0,"conditional","reaffirm-that_S-passive-negative-conditional"
"12921",243,3,1,"request","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","request-that_S-active-positive-conditional"
"12922",243,3,2,"radio","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","radio-that_S-active-positive-conditional"
"12923",243,3,3,"detail","that_S","active","positive","True","yes",7,"True","False",1,"conditional","detail-that_S-active-positive-conditional"
"12924",243,3,4,"acknowledge","that_S","active","positive","True","yes",7,"True","False",1,"conditional","acknowledge-that_S-active-positive-conditional"
"12925",243,3,5,"exclaim","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","exclaim-that_S-active-positive-conditional"
"12926",243,3,6,"disbelieve","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","disbelieve-that_S-active-negative-conditional"
"12927",243,3,7,"ensure","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","ensure-that_S-active-negative-conditional"
"12928",243,3,8,"gratify","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","gratify-that_S-passive-positive-conditional"
"12929",243,3,9,"think","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","think-that_S-active-negative-conditional"
"12930",243,3,10,"imply","that_S","active","positive","True","yes",7,"True","False",1,"conditional","imply-that_S-active-positive-conditional"
"12931",243,3,11,"brag","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","brag-that_S-active-negative-conditional"
"12932",243,3,12,"mumble","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","mumble-that_S-active-negative-conditional"
"12933",243,3,13,"listen","that_S","active","positive","True","maybe",1,"True","False",0,"conditional","listen-that_S-active-positive-conditional"
"12934",243,3,14,"check","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","check-that_S-active-negative-conditional"
"12935",243,3,15,"underline","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","underline-that_S-active-negative-conditional"
"12936",243,3,16,"stipulate","that_S","active","positive","True","yes",7,"True","False",1,"conditional","stipulate-that_S-active-positive-conditional"
"12937",243,3,17,"instruct","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","instruct-that_S-passive-positive-conditional"
"12938",243,3,18,"educate","that_S","passive","positive","True","maybe",2,"True","False",0,"conditional","educate-that_S-passive-positive-conditional"
"12939",243,3,19,"communicate","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","communicate-that_S-active-negative-conditional"
"12940",243,3,20,"research","that_S","active","negative","True","yes",7,"True","False",1,"conditional","research-that_S-active-negative-conditional"
"12941",243,3,21,"uncover","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","uncover-that_S-active-negative-conditional"
"12942",243,3,22,"disillusion","that_S","passive","negative","True","maybe",6,"True","False",0,"conditional","disillusion-that_S-passive-negative-conditional"
"12943",243,3,23,"doubt","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","doubt-that_S-active-positive-conditional"
"12944",243,3,24,"generalize","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","generalize-that_S-active-negative-conditional"
"12945",243,3,25,"scoff","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","scoff-that_S-active-negative-conditional"
"12946",243,3,26,"hate","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","hate-that_S-active-negative-conditional"
"12947",243,3,27,"dispute","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","dispute-that_S-active-positive-conditional"
"12948",243,3,28,"select","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","select-that_S-active-negative-conditional"
"12949",243,3,29,"conclude","that_S","active","positive","True","yes",7,"True","False",1,"conditional","conclude-that_S-active-positive-conditional"
"12950",243,3,30,"charge","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","charge-that_S-active-negative-conditional"
"12951",243,3,31,"upset","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","upset-that_S-passive-negative-conditional"
"12952",243,3,32,"groan","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","groan-that_S-active-negative-conditional"
"12953",243,3,33,"revolt","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","revolt-that_S-passive-positive-conditional"
"12954",243,3,34,"contend","that_S","active","positive","True","yes",7,"True","False",1,"conditional","contend-that_S-active-positive-conditional"
"12955",243,3,35,"infer","that_S","active","positive","True","yes",7,"True","False",1,"conditional","infer-that_S-active-positive-conditional"
"12956",243,3,36,"derive","that_S","active","positive","True","yes",7,"True","False",1,"conditional","derive-that_S-active-positive-conditional"
"12957",243,3,37,"manufacture","that_S","active","positive","True","maybe",2,"True","False",0,"conditional","manufacture-that_S-active-positive-conditional"
"12958",243,3,38,"theorize","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","theorize-that_S-active-positive-conditional"
"12959",243,3,39,"disappoint","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","disappoint-that_S-passive-positive-conditional"
"12960",243,3,40,"okay","that_S","active","negative","True","maybe",4,"True","False",0,"conditional","okay-that_S-active-negative-conditional"
"12961",243,3,41,"irk","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","irk-that_S-passive-negative-conditional"
"12962",243,3,42,"address","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","address-that_S-active-negative-conditional"
"12963",243,3,43,"misinform","that_S","passive","positive","True","no",7,"True","False",-1,"conditional","misinform-that_S-passive-positive-conditional"
"12964",243,3,44,"resolve","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","resolve-that_S-active-negative-conditional"
"12965",243,3,45,"find","that_S","active","negative","True","no",6,"True","False",-1,"conditional","find-that_S-active-negative-conditional"
"12966",243,3,46,"suspect","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","suspect-that_S-active-positive-conditional"
"12967",243,3,47,"complain","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","complain-that_S-active-negative-conditional"
"12968",243,3,48,"trust","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","trust-that_S-active-negative-conditional"
"12969",243,3,49,"perplex","that_S","passive","negative","True","yes",5,"True","False",1,"conditional","perplex-that_S-passive-negative-conditional"
"12970",243,3,50,"allege","that_S","active","positive","True","maybe",6,"True","False",0,"conditional","allege-that_S-active-positive-conditional"
"12971",243,3,51,"cheer","that_S","active","positive","True","yes",7,"True","False",1,"conditional","cheer-that_S-active-positive-conditional"
"12972",243,3,52,"argue","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","argue-that_S-active-positive-conditional"
"12973",243,3,53,"deny","that_S","active","negative","True","yes",7,"True","False",1,"conditional","deny-that_S-active-negative-conditional"
"12974",243,3,54,"bitch","that_S","active","negative","True","yes",7,"True","False",1,"conditional","bitch-that_S-active-negative-conditional"
"12975",243,3,55,"demoralize","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","demoralize-that_S-passive-negative-conditional"
"12976",243,3,56,"question","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","question-that_S-active-positive-conditional"
"12977",243,3,57,"tell","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","tell-that_S-passive-negative-conditional"
"12978",243,3,58,"resent","that_S","active","positive","True","yes",7,"True","False",1,"conditional","resent-that_S-active-positive-conditional"
"12979",243,3,59,"require","that_S","active","positive","True","maybe",6,"True","False",0,"conditional","require-that_S-active-positive-conditional"
"12980",243,3,60,"frighten","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","frighten-that_S-passive-positive-conditional"
"12981",243,3,61,"delude","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","delude-that_S-passive-negative-conditional"
"12982",243,3,62,"pester","that_S","passive","negative","True","maybe",6,"True","False",0,"conditional","pester-that_S-passive-negative-conditional"
"12983",243,3,63,"jar","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","jar-that_S-passive-positive-conditional"
"12984",243,3,64,"be annoyed","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","be annoyed-that_S-passive-positive-conditional"
"12985",243,3,65,"foretell","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","foretell-that_S-passive-positive-conditional"
"12986",243,3,66,"pretend","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","pretend-that_S-active-positive-conditional"
"12987",243,3,67,"suggest","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","suggest-that_S-active-positive-conditional"
"12988",243,3,68,"grieve","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","grieve-that_S-active-negative-conditional"
"12989",224,3,1,"request","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","request-that_S-active-positive-conditional"
"12990",224,3,2,"radio","that_S","active","positive","True","yes",7,"True","False",1,"conditional","radio-that_S-active-positive-conditional"
"12991",224,3,3,"detail","that_S","active","positive","True","yes",7,"True","False",1,"conditional","detail-that_S-active-positive-conditional"
"12992",224,3,4,"acknowledge","that_S","active","positive","True","yes",7,"True","False",1,"conditional","acknowledge-that_S-active-positive-conditional"
"12993",224,3,5,"exclaim","that_S","active","positive","True","yes",7,"True","False",1,"conditional","exclaim-that_S-active-positive-conditional"
"12994",224,3,6,"disbelieve","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","disbelieve-that_S-active-negative-conditional"
"12995",224,3,7,"ensure","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","ensure-that_S-active-negative-conditional"
"12996",224,3,8,"gratify","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","gratify-that_S-passive-positive-conditional"
"12997",224,3,9,"think","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","think-that_S-active-negative-conditional"
"12998",224,3,10,"imply","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","imply-that_S-active-positive-conditional"
"12999",224,3,11,"brag","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","brag-that_S-active-negative-conditional"
"13000",224,3,12,"mumble","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","mumble-that_S-active-negative-conditional"
"13001",224,3,13,"listen","that_S","active","positive","True","maybe",1,"True","False",0,"conditional","listen-that_S-active-positive-conditional"
"13002",224,3,14,"check","that_S","active","negative","True","maybe",4,"True","False",0,"conditional","check-that_S-active-negative-conditional"
"13003",224,3,15,"underline","that_S","active","negative","True","maybe",4,"True","False",0,"conditional","underline-that_S-active-negative-conditional"
"13004",224,3,16,"stipulate","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","stipulate-that_S-active-positive-conditional"
"13005",224,3,17,"instruct","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","instruct-that_S-passive-positive-conditional"
"13006",224,3,18,"educate","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","educate-that_S-passive-positive-conditional"
"13007",224,3,19,"communicate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","communicate-that_S-active-negative-conditional"
"13008",224,3,20,"research","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","research-that_S-active-negative-conditional"
"13009",224,3,21,"uncover","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","uncover-that_S-active-negative-conditional"
"13010",224,3,22,"disillusion","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","disillusion-that_S-passive-negative-conditional"
"13011",224,3,23,"doubt","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","doubt-that_S-active-positive-conditional"
"13012",224,3,24,"generalize","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","generalize-that_S-active-negative-conditional"
"13013",224,3,25,"scoff","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","scoff-that_S-active-negative-conditional"
"13014",224,3,26,"hate","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","hate-that_S-active-negative-conditional"
"13015",224,3,27,"dispute","that_S","active","positive","True","maybe",4,"True","False",0,"conditional","dispute-that_S-active-positive-conditional"
"13016",224,3,28,"select","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","select-that_S-active-negative-conditional"
"13017",224,3,29,"conclude","that_S","active","positive","True","maybe",4,"True","False",0,"conditional","conclude-that_S-active-positive-conditional"
"13018",224,3,30,"charge","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","charge-that_S-active-negative-conditional"
"13019",224,3,31,"upset","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","upset-that_S-passive-negative-conditional"
"13020",224,3,32,"groan","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","groan-that_S-active-negative-conditional"
"13021",224,3,33,"revolt","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","revolt-that_S-passive-positive-conditional"
"13022",224,3,34,"contend","that_S","active","positive","True","maybe",4,"True","False",0,"conditional","contend-that_S-active-positive-conditional"
"13023",224,3,35,"infer","that_S","active","positive","True","maybe",5,"True","False",0,"conditional","infer-that_S-active-positive-conditional"
"13024",224,3,36,"derive","that_S","active","positive","True","maybe",4,"True","False",0,"conditional","derive-that_S-active-positive-conditional"
"13025",224,3,37,"manufacture","that_S","active","positive","True","maybe",5,"True","False",0,"conditional","manufacture-that_S-active-positive-conditional"
"13026",224,3,38,"theorize","that_S","active","positive","True","no",5,"True","False",-1,"conditional","theorize-that_S-active-positive-conditional"
"13027",224,3,39,"disappoint","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","disappoint-that_S-passive-positive-conditional"
"13028",224,3,40,"okay","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","okay-that_S-active-negative-conditional"
"13029",224,3,41,"irk","that_S","passive","negative","True","maybe",2,"True","False",0,"conditional","irk-that_S-passive-negative-conditional"
"13030",224,3,42,"address","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","address-that_S-active-negative-conditional"
"13031",224,3,43,"misinform","that_S","passive","positive","True","no",7,"True","False",-1,"conditional","misinform-that_S-passive-positive-conditional"
"13032",224,3,44,"resolve","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","resolve-that_S-active-negative-conditional"
"13033",224,3,45,"find","that_S","active","negative","True","no",7,"True","False",-1,"conditional","find-that_S-active-negative-conditional"
"13034",224,3,46,"suspect","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","suspect-that_S-active-positive-conditional"
"13035",224,3,47,"complain","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","complain-that_S-active-negative-conditional"
"13036",224,3,48,"trust","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","trust-that_S-active-negative-conditional"
"13037",224,3,49,"perplex","that_S","passive","negative","True","maybe",4,"True","False",0,"conditional","perplex-that_S-passive-negative-conditional"
"13038",224,3,50,"allege","that_S","active","positive","True","yes",7,"True","False",1,"conditional","allege-that_S-active-positive-conditional"
"13039",224,3,51,"cheer","that_S","active","positive","True","yes",7,"True","False",1,"conditional","cheer-that_S-active-positive-conditional"
"13040",224,3,52,"argue","that_S","active","positive","True","maybe",6,"True","False",0,"conditional","argue-that_S-active-positive-conditional"
"13041",224,3,53,"deny","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","deny-that_S-active-negative-conditional"
"13042",224,3,54,"bitch","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","bitch-that_S-active-negative-conditional"
"13043",224,3,55,"demoralize","that_S","passive","negative","True","maybe",5,"True","False",0,"conditional","demoralize-that_S-passive-negative-conditional"
"13044",224,3,56,"question","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","question-that_S-active-positive-conditional"
"13045",224,3,57,"tell","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","tell-that_S-passive-negative-conditional"
"13046",224,3,58,"resent","that_S","active","positive","True","yes",7,"True","False",1,"conditional","resent-that_S-active-positive-conditional"
"13047",224,3,59,"require","that_S","active","positive","True","maybe",1,"True","False",0,"conditional","require-that_S-active-positive-conditional"
"13048",224,3,60,"frighten","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","frighten-that_S-passive-positive-conditional"
"13049",224,3,61,"delude","that_S","passive","negative","True","maybe",1,"True","False",0,"conditional","delude-that_S-passive-negative-conditional"
"13050",224,3,62,"pester","that_S","passive","negative","True","maybe",3,"True","False",0,"conditional","pester-that_S-passive-negative-conditional"
"13051",224,3,63,"jar","that_S","passive","positive","True","maybe",5,"True","False",0,"conditional","jar-that_S-passive-positive-conditional"
"13052",224,3,64,"be annoyed","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","be annoyed-that_S-passive-positive-conditional"
"13053",224,3,65,"foretell","that_S","passive","positive","True","maybe",4,"True","False",0,"conditional","foretell-that_S-passive-positive-conditional"
"13054",224,3,66,"pretend","that_S","active","positive","True","no",7,"True","False",-1,"conditional","pretend-that_S-active-positive-conditional"
"13055",224,3,67,"suggest","that_S","active","positive","True","maybe",4,"True","False",0,"conditional","suggest-that_S-active-positive-conditional"
"13056",224,3,68,"grieve","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","grieve-that_S-active-negative-conditional"
"13057",121,3,1,"request","that_S","active","positive","True","maybe",6,"True","False",0,"conditional","request-that_S-active-positive-conditional"
"13058",121,3,2,"radio","that_S","active","positive","True","yes",7,"True","False",1,"conditional","radio-that_S-active-positive-conditional"
"13059",121,3,3,"detail","that_S","active","positive","True","yes",7,"True","False",1,"conditional","detail-that_S-active-positive-conditional"
"13060",121,3,4,"acknowledge","that_S","active","positive","True","yes",7,"True","False",1,"conditional","acknowledge-that_S-active-positive-conditional"
"13061",121,3,5,"exclaim","that_S","active","positive","True","yes",7,"True","False",1,"conditional","exclaim-that_S-active-positive-conditional"
"13062",121,3,6,"disbelieve","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","disbelieve-that_S-active-negative-conditional"
