participant,list,presentationorder,verb,frame,voice,polarity,conditional,veridicality,acceptability,nativeenglish,exclude
236,0,52,traumatize,that_S,passive,positive,True,yes,7,True,False
236,0,53,conceal,that_S,active,positive,True,yes,7,True,False
236,0,54,diagnose,that_S,active,positive,True,yes,1,True,False
236,0,55,figure_out,that_S,active,negative,True,yes,7,True,False
236,0,56,love,that_S,active,negative,True,yes,7,True,False
236,0,57,petrify,that_S,passive,negative,True,yes,7,True,False
236,0,58,embitter,that_S,passive,negative,True,yes,5,True,False
236,0,59,brag,that_S,active,positive,True,yes,7,True,False
236,0,60,praise,that_S,active,positive,True,yes,4,True,False
236,0,61,publish,that_S,active,negative,True,maybe,4,True,False
236,0,62,amaze,that_S,passive,negative,True,yes,7,True,False
236,0,63,love,that_S,active,positive,True,yes,7,True,False
236,0,64,yell,that_S,active,negative,True,yes,6,True,False
236,0,65,believe,that_S,active,negative,True,maybe,7,True,False
236,0,66,exasperate,that_S,passive,positive,True,yes,7,True,False
236,0,67,decree,that_S,active,negative,True,maybe,4,True,False
236,0,68,prophesy,that_S,active,negative,True,maybe,5,True,False
11,0,1,forecast,that_S,active,positive,True,maybe,7,True,False
11,0,2,startle,that_S,passive,positive,True,yes,7,True,False
11,0,3,record,that_S,active,positive,True,yes,7,True,False
11,0,4,ruminate,that_S,active,positive,True,yes,7,True,False
11,0,5,email,that_S,active,negative,True,maybe,3,True,False
11,0,6,overwhelm,that_S,passive,negative,True,yes,5,True,False
11,0,7,quarrel,that_S,active,negative,True,maybe,3,True,False
11,0,8,grieve,that_S,passive,negative,True,yes,5,True,False
11,0,9,conclude,that_S,active,negative,True,maybe,6,True,False
11,0,10,reminisce,that_S,active,positive,True,yes,7,True,False
11,0,11,advertise,that_S,active,positive,True,yes,6,True,False
11,0,12,fabricate,that_S,active,positive,True,no,7,True,False
11,0,13,flatter,that_S,passive,negative,True,yes,6,True,False
11,0,14,sing,that_S,active,positive,True,yes,4,True,False
11,0,15,praise,that_S,active,negative,True,maybe,2,True,False
11,0,16,hush_up,that_S,active,positive,True,maybe,2,True,False
11,0,17,enthuse,that_S,passive,negative,True,yes,7,True,False
11,0,18,describe,that_S,active,positive,True,yes,7,True,False
11,0,19,excite,that_S,passive,negative,True,yes,7,True,False
11,0,20,demand,that_S,active,positive,True,yes,6,True,False
11,0,21,submit,that_S,active,positive,True,yes,6,True,False
11,0,22,discuss,that_S,active,positive,True,yes,6,True,False
11,0,23,warn,that_S,passive,negative,True,yes,5,True,False
11,0,24,sing,that_S,active,negative,True,yes,3,True,False
11,0,25,hear,that_S,active,negative,True,yes,7,True,False
11,0,26,trouble,that_S,passive,positive,True,yes,7,True,False
11,0,27,stutter,that_S,active,positive,True,yes,6,True,False
11,0,28,debate,that_S,active,negative,True,yes,5,True,False
11,0,29,quarrel,that_S,active,positive,True,yes,6,True,False
11,0,30,reject,that_S,active,negative,True,yes,7,True,False
11,0,31,sicken,that_S,passive,negative,True,yes,7,True,False
11,0,32,respond,that_S,active,negative,True,maybe,5,True,False
11,0,33,astonish,that_S,passive,negative,True,yes,7,True,False
11,0,34,suggest,that_S,active,negative,True,maybe,6,True,False
11,0,35,update,that_S,active,positive,True,yes,5,True,False
11,0,36,boggle,that_S,passive,positive,True,yes,6,True,False
11,0,37,underestimate,that_S,active,negative,True,yes,5,True,False
11,0,38,endorse,that_S,active,positive,True,yes,5,True,False
11,0,39,bet,that_S,active,positive,True,maybe,3,True,False
11,0,40,claim,that_S,active,positive,True,maybe,7,True,False
11,0,41,foresee,that_S,active,negative,True,yes,5,True,False
11,0,42,declare,that_S,active,negative,True,maybe,5,True,False
11,0,43,insist,that_S,active,negative,True,maybe,5,True,False
11,0,44,irk,that_S,passive,positive,True,yes,7,True,False
11,0,45,excite,that_S,passive,positive,True,yes,7,True,False
11,0,46,assess,that_S,active,positive,True,yes,6,True,False
11,0,47,fax,that_S,active,positive,True,yes,6,True,False
11,0,48,comfort,that_S,passive,negative,True,yes,7,True,False
11,0,49,dissatisfy,that_S,passive,positive,True,yes,7,True,False
11,0,50,astound,that_S,passive,positive,True,yes,7,True,False
11,0,51,fax,that_S,passive,positive,True,yes,6,True,False
11,0,52,traumatize,that_S,passive,positive,True,yes,7,True,False
11,0,53,conceal,that_S,active,positive,True,yes,7,True,False
11,0,54,diagnose,that_S,active,positive,True,yes,6,True,False
11,0,55,figure_out,that_S,active,negative,True,yes,7,True,False
11,0,56,love,that_S,active,negative,True,yes,7,True,False
11,0,57,petrify,that_S,passive,negative,True,yes,6,True,False
11,0,58,embitter,that_S,passive,negative,True,yes,6,True,False
11,0,59,brag,that_S,active,positive,True,yes,7,True,False
11,0,60,praise,that_S,active,positive,True,yes,5,True,False
11,0,61,publish,that_S,active,negative,True,maybe,7,True,False
11,0,62,amaze,that_S,passive,negative,True,yes,6,True,False
11,0,63,love,that_S,active,positive,True,yes,7,True,False
11,0,64,yell,that_S,active,negative,True,yes,6,True,False
11,0,65,believe,that_S,active,negative,True,maybe,7,True,False
11,0,66,exasperate,that_S,passive,positive,True,yes,7,True,False
11,0,67,decree,that_S,active,negative,True,yes,6,True,False
11,0,68,prophesy,that_S,active,negative,True,maybe,5,True,False
200,0,1,forecast,that_S,active,positive,True,maybe,7,True,False
200,0,2,startle,that_S,passive,positive,True,yes,7,True,False
200,0,3,record,that_S,active,positive,True,yes,7,True,False
200,0,4,ruminate,that_S,active,positive,True,yes,7,True,False
200,0,5,email,that_S,active,negative,True,no,1,True,False
200,0,6,overwhelm,that_S,passive,negative,True,yes,7,True,False
200,0,7,quarrel,that_S,active,negative,True,maybe,7,True,False
200,0,8,grieve,that_S,passive,negative,True,yes,7,True,False
200,0,9,conclude,that_S,active,negative,True,maybe,7,True,False
200,0,10,reminisce,that_S,active,positive,True,yes,7,True,False
200,0,11,advertise,that_S,active,positive,True,maybe,7,True,False
200,0,12,fabricate,that_S,active,positive,True,no,7,True,False
200,0,13,flatter,that_S,passive,negative,True,yes,7,True,False
200,0,14,sing,that_S,active,positive,True,yes,7,True,False
200,0,15,praise,that_S,active,negative,True,maybe,7,True,False
200,0,16,hush_up,that_S,active,positive,True,maybe,1,True,False
200,0,17,enthuse,that_S,passive,negative,True,yes,7,True,False
200,0,18,describe,that_S,active,positive,True,yes,7,True,False
200,0,19,excite,that_S,passive,negative,True,yes,7,True,False
200,0,20,demand,that_S,active,positive,True,maybe,1,True,False
200,0,21,submit,that_S,active,positive,True,yes,1,True,False
200,0,22,discuss,that_S,active,positive,True,yes,7,True,False
200,0,23,warn,that_S,passive,negative,True,yes,5,True,False
200,0,24,sing,that_S,active,negative,True,maybe,7,True,False
200,0,25,hear,that_S,active,negative,True,yes,7,True,False
200,0,26,trouble,that_S,passive,positive,True,yes,7,True,False
200,0,27,stutter,that_S,active,positive,True,yes,1,True,False
200,0,28,debate,that_S,active,negative,True,maybe,7,True,False
200,0,29,quarrel,that_S,active,positive,True,maybe,7,True,False
200,0,30,reject,that_S,active,negative,True,maybe,7,True,False
200,0,31,sicken,that_S,passive,negative,True,yes,7,True,False
200,0,32,respond,that_S,active,negative,True,yes,7,True,False
200,0,33,astonish,that_S,passive,negative,True,yes,7,True,False
200,0,34,suggest,that_S,active,negative,True,maybe,7,True,False
200,0,35,update,that_S,active,positive,True,maybe,1,True,False
200,0,36,boggle,that_S,passive,positive,True,yes,7,True,False
200,0,37,underestimate,that_S,active,negative,True,yes,7,True,False
200,0,38,endorse,that_S,active,positive,True,yes,7,True,False
200,0,39,bet,that_S,active,positive,True,maybe,7,True,False
200,0,40,claim,that_S,active,positive,True,maybe,7,True,False
200,0,41,foresee,that_S,active,negative,True,yes,7,True,False
200,0,42,declare,that_S,active,negative,True,maybe,7,True,False
200,0,43,insist,that_S,active,negative,True,maybe,7,True,False
200,0,44,irk,that_S,passive,positive,True,yes,7,True,False
200,0,45,excite,that_S,passive,positive,True,yes,7,True,False
200,0,46,assess,that_S,active,positive,True,maybe,7,True,False
200,0,47,fax,that_S,active,positive,True,maybe,1,True,False
200,0,48,comfort,that_S,passive,negative,True,yes,7,True,False
200,0,49,dissatisfy,that_S,passive,positive,True,yes,7,True,False
200,0,50,astound,that_S,passive,positive,True,yes,7,True,False
200,0,51,fax,that_S,passive,positive,True,yes,4,True,False
200,0,52,traumatize,that_S,passive,positive,True,yes,7,True,False
200,0,53,conceal,that_S,active,positive,True,yes,7,True,False
200,0,54,diagnose,that_S,active,positive,True,yes,1,True,False
200,0,55,figure_out,that_S,active,negative,True,yes,7,True,False
200,0,56,love,that_S,active,negative,True,yes,7,True,False
200,0,57,petrify,that_S,passive,negative,True,yes,7,True,False
200,0,58,embitter,that_S,passive,negative,True,maybe,1,True,False
200,0,59,brag,that_S,active,positive,True,yes,7,True,False
200,0,60,praise,that_S,active,positive,True,yes,7,True,False
200,0,61,publish,that_S,active,negative,True,maybe,7,True,False
200,0,62,amaze,that_S,passive,negative,True,yes,7,True,False
200,0,63,love,that_S,active,positive,True,yes,7,True,False
200,0,64,yell,that_S,active,negative,True,maybe,7,True,False
200,0,65,believe,that_S,active,negative,True,maybe,7,True,False
200,0,66,exasperate,that_S,passive,positive,True,yes,7,True,False
200,0,67,decree,that_S,active,negative,True,no,7,True,False
200,0,68,prophesy,that_S,active,negative,True,maybe,7,True,False
133,0,1,forecast,that_S,active,positive,True,maybe,7,True,False
133,0,2,startle,that_S,passive,positive,True,yes,7,True,False
133,0,3,record,that_S,active,positive,True,yes,6,True,False
133,0,4,ruminate,that_S,active,positive,True,maybe,4,True,False
133,0,5,email,that_S,active,negative,True,maybe,6,True,False
133,0,6,overwhelm,that_S,passive,negative,True,yes,5,True,False
133,0,7,quarrel,that_S,active,negative,True,maybe,3,True,False
133,0,8,grieve,that_S,passive,negative,True,maybe,4,True,False
133,0,9,conclude,that_S,active,negative,True,maybe,4,True,False
133,0,10,reminisce,that_S,active,positive,True,yes,7,True,False
133,0,11,advertise,that_S,active,positive,True,yes,6,True,False
133,0,12,fabricate,that_S,active,positive,True,no,7,True,False
133,0,13,flatter,that_S,passive,negative,True,maybe,4,True,False
133,0,14,sing,that_S,active,positive,True,maybe,5,True,False
133,0,15,praise,that_S,active,negative,True,maybe,2,True,False
133,0,16,hush_up,that_S,active,positive,True,maybe,2,True,False
133,0,17,enthuse,that_S,passive,negative,True,yes,5,True,False
133,0,18,describe,that_S,active,positive,True,yes,7,True,False
133,0,19,excite,that_S,passive,negative,True,yes,7,True,False
133,0,20,demand,that_S,active,positive,True,maybe,7,True,False
133,0,21,submit,that_S,active,positive,True,maybe,5,True,False
133,0,22,discuss,that_S,active,positive,True,yes,6,True,False
133,0,23,warn,that_S,passive,negative,True,yes,7,True,False
133,0,24,sing,that_S,active,negative,True,maybe,3,True,False
133,0,25,hear,that_S,active,negative,True,maybe,7,True,False
133,0,26,trouble,that_S,passive,positive,True,yes,7,True,False
133,0,27,stutter,that_S,active,positive,True,maybe,2,True,False
133,0,28,debate,that_S,active,negative,True,maybe,6,True,False
133,0,29,quarrel,that_S,active,positive,True,maybe,4,True,False
133,0,30,reject,that_S,active,negative,True,maybe,5,True,False
133,0,31,sicken,that_S,passive,negative,True,maybe,6,True,False
133,0,32,respond,that_S,active,negative,True,maybe,7,True,False
133,0,33,astonish,that_S,passive,negative,True,maybe,6,True,False
133,0,34,suggest,that_S,active,negative,True,maybe,6,True,False
133,0,35,update,that_S,active,positive,True,yes,3,True,False
133,0,36,boggle,that_S,passive,positive,True,yes,6,True,False
133,0,37,underestimate,that_S,active,negative,True,maybe,3,True,False
133,0,38,endorse,that_S,active,positive,True,yes,4,True,False
133,0,39,bet,that_S,active,positive,True,maybe,2,True,False
133,0,40,claim,that_S,active,positive,True,maybe,7,True,False
133,0,41,foresee,that_S,active,negative,True,yes,6,True,False
133,0,42,declare,that_S,active,negative,True,maybe,6,True,False
133,0,43,insist,that_S,active,negative,True,maybe,6,True,False
133,0,44,irk,that_S,passive,positive,True,yes,7,True,False
133,0,45,excite,that_S,passive,positive,True,yes,7,True,False
133,0,46,assess,that_S,active,positive,True,maybe,5,True,False
133,0,47,fax,that_S,active,positive,True,maybe,2,True,False
133,0,48,comfort,that_S,passive,negative,True,yes,5,True,False
133,0,49,dissatisfy,that_S,passive,positive,True,yes,7,True,False
133,0,50,astound,that_S,passive,positive,True,yes,7,True,False
133,0,51,fax,that_S,passive,positive,True,yes,5,True,False
133,0,52,traumatize,that_S,passive,positive,True,yes,7,True,False
133,0,53,conceal,that_S,active,positive,True,yes,7,True,False
133,0,54,diagnose,that_S,active,positive,True,maybe,3,True,False
133,0,55,figure_out,that_S,active,negative,True,yes,6,True,False
133,0,56,love,that_S,active,negative,True,yes,7,True,False
133,0,57,petrify,that_S,passive,negative,True,maybe,4,True,False
133,0,58,embitter,that_S,passive,negative,True,yes,6,True,False
133,0,59,brag,that_S,active,positive,True,yes,7,True,False
133,0,60,praise,that_S,active,positive,True,yes,5,True,False
133,0,61,publish,that_S,active,negative,True,maybe,6,True,False
133,0,62,amaze,that_S,passive,negative,True,yes,6,True,False
133,0,63,love,that_S,active,positive,True,yes,7,True,False
133,0,64,yell,that_S,active,negative,True,maybe,6,True,False
133,0,65,believe,that_S,active,negative,True,yes,6,True,False
133,0,66,exasperate,that_S,passive,positive,True,yes,7,True,False
133,0,67,decree,that_S,active,negative,True,maybe,6,True,False
133,0,68,prophesy,that_S,active,negative,True,maybe,6,True,False
152,0,1,forecast,that_S,active,positive,True,maybe,6,True,False
152,0,2,startle,that_S,passive,positive,True,yes,4,True,False
152,0,3,record,that_S,active,positive,True,maybe,5,True,False
152,0,4,ruminate,that_S,active,positive,True,maybe,3,True,False
152,0,5,email,that_S,active,negative,True,maybe,3,True,False
152,0,6,overwhelm,that_S,passive,negative,True,yes,5,True,False
152,0,7,quarrel,that_S,active,negative,True,maybe,3,True,False
152,0,8,grieve,that_S,passive,negative,True,yes,4,True,False
152,0,9,conclude,that_S,active,negative,True,maybe,4,True,False
152,0,10,reminisce,that_S,active,positive,True,yes,6,True,False
152,0,11,advertise,that_S,active,positive,True,maybe,5,True,False
152,0,12,fabricate,that_S,active,positive,True,no,6,True,False
152,0,13,flatter,that_S,passive,negative,True,yes,5,True,False
152,0,14,sing,that_S,active,positive,True,maybe,5,True,False
152,0,15,praise,that_S,active,negative,True,maybe,4,True,False
152,0,16,hush_up,that_S,active,positive,True,yes,5,True,False
152,0,17,enthuse,that_S,passive,negative,True,yes,5,True,False
152,0,18,describe,that_S,active,positive,True,maybe,5,True,False
152,0,19,excite,that_S,passive,negative,True,yes,5,True,False
152,0,20,demand,that_S,active,positive,True,maybe,6,True,False
152,0,21,submit,that_S,active,positive,True,maybe,4,True,False
152,0,22,discuss,that_S,active,positive,True,maybe,5,True,False
152,0,23,warn,that_S,passive,negative,True,maybe,4,True,False
152,0,24,sing,that_S,active,negative,True,maybe,4,True,False
152,0,25,hear,that_S,active,negative,True,maybe,6,True,False
152,0,26,trouble,that_S,passive,positive,True,yes,6,True,False
152,0,27,stutter,that_S,active,positive,True,maybe,3,True,False
152,0,28,debate,that_S,active,negative,True,maybe,5,True,False
152,0,29,quarrel,that_S,active,positive,True,maybe,4,True,False
152,0,30,reject,that_S,active,negative,True,maybe,6,True,False
152,0,31,sicken,that_S,passive,negative,True,yes,4,True,False
152,0,32,respond,that_S,active,negative,True,maybe,5,True,False
152,0,33,astonish,that_S,passive,negative,True,yes,5,True,False
152,0,34,suggest,that_S,active,negative,True,maybe,3,True,False
152,0,35,update,that_S,active,positive,True,maybe,3,True,False
152,0,36,boggle,that_S,passive,positive,True,yes,6,True,False
152,0,37,underestimate,that_S,active,negative,True,maybe,3,True,False
152,0,38,endorse,that_S,active,positive,True,maybe,3,True,False
152,0,39,bet,that_S,active,positive,True,maybe,6,True,False
152,0,40,claim,that_S,active,positive,True,maybe,6,True,False
152,0,41,foresee,that_S,active,negative,True,maybe,4,True,False
152,0,42,declare,that_S,active,negative,True,maybe,3,True,False
152,0,43,insist,that_S,active,negative,True,maybe,5,True,False
152,0,44,irk,that_S,passive,positive,True,yes,6,True,False
152,0,45,excite,that_S,passive,positive,True,yes,6,True,False
152,0,46,assess,that_S,active,positive,True,maybe,4,True,False
152,0,47,fax,that_S,active,positive,True,maybe,4,True,False
152,0,48,comfort,that_S,passive,negative,True,maybe,4,True,False
152,0,49,dissatisfy,that_S,passive,positive,True,yes,6,True,False
152,0,50,astound,that_S,passive,positive,True,yes,6,True,False
152,0,51,fax,that_S,passive,positive,True,maybe,3,True,False
152,0,52,traumatize,that_S,passive,positive,True,yes,6,True,False
152,0,53,conceal,that_S,active,positive,True,yes,6,True,False
152,0,54,diagnose,that_S,active,positive,True,yes,5,True,False
152,0,55,figure_out,that_S,active,negative,True,maybe,4,True,False
152,0,56,love,that_S,active,negative,True,yes,5,True,False
152,0,57,petrify,that_S,passive,negative,True,maybe,5,True,False
152,0,58,embitter,that_S,passive,negative,True,maybe,4,True,False
152,0,59,brag,that_S,active,positive,True,maybe,7,True,False
152,0,60,praise,that_S,active,positive,True,yes,6,True,False
152,0,61,publish,that_S,active,negative,True,maybe,4,True,False
152,0,62,amaze,that_S,passive,negative,True,maybe,5,True,False
152,0,63,love,that_S,active,positive,True,yes,6,True,False
152,0,64,yell,that_S,active,negative,True,maybe,2,True,False
152,0,65,believe,that_S,active,negative,True,maybe,7,True,False
152,0,66,exasperate,that_S,passive,positive,True,maybe,4,True,False
152,0,67,decree,that_S,active,negative,True,maybe,5,True,False
152,0,68,prophesy,that_S,active,negative,True,maybe,5,True,False
100,0,1,forecast,that_S,active,positive,True,maybe,6,True,False
100,0,2,startle,that_S,passive,positive,True,yes,7,True,False
100,0,3,record,that_S,active,positive,True,yes,7,True,False
100,0,4,ruminate,that_S,active,positive,True,yes,7,True,False
100,0,5,email,that_S,active,negative,True,no,7,True,False
100,0,6,overwhelm,that_S,passive,negative,True,maybe,7,True,False
100,0,7,quarrel,that_S,active,negative,True,maybe,7,True,False
100,0,8,grieve,that_S,passive,negative,True,maybe,7,True,False
100,0,9,conclude,that_S,active,negative,True,no,7,True,False
100,0,10,reminisce,that_S,active,positive,True,yes,7,True,False
100,0,11,advertise,that_S,active,positive,True,yes,7,True,False
100,0,12,fabricate,that_S,active,positive,True,no,7,True,False
100,0,13,flatter,that_S,passive,negative,True,yes,7,True,False
100,0,14,sing,that_S,active,positive,True,yes,7,True,False
100,0,15,praise,that_S,active,negative,True,maybe,7,True,False
100,0,16,hush_up,that_S,active,positive,True,yes,7,True,False
100,0,17,enthuse,that_S,passive,negative,True,yes,7,True,False
100,0,18,describe,that_S,active,positive,True,yes,7,True,False
100,0,19,excite,that_S,passive,negative,True,yes,7,True,False
100,0,20,demand,that_S,active,positive,True,maybe,7,True,False
100,0,21,submit,that_S,active,positive,True,yes,7,True,False
100,0,22,discuss,that_S,active,positive,True,yes,7,True,False
100,0,23,warn,that_S,passive,negative,True,yes,7,True,False
100,0,24,sing,that_S,active,negative,True,maybe,7,True,False
100,0,25,hear,that_S,active,negative,True,maybe,7,True,False
100,0,26,trouble,that_S,passive,positive,True,yes,7,True,False
100,0,27,stutter,that_S,active,positive,True,yes,7,True,False
100,0,28,debate,that_S,active,negative,True,yes,7,True,False
100,0,29,quarrel,that_S,active,positive,True,maybe,7,True,False
100,0,30,reject,that_S,active,negative,True,maybe,7,True,False
100,0,31,sicken,that_S,passive,negative,True,maybe,7,True,False
100,0,32,respond,that_S,active,negative,True,maybe,4,True,False
100,0,33,astonish,that_S,passive,negative,True,yes,7,True,False
100,0,34,suggest,that_S,active,negative,True,maybe,7,True,False
100,0,35,update,that_S,active,positive,True,yes,6,True,False
100,0,36,boggle,that_S,passive,positive,True,yes,7,True,False
100,0,37,underestimate,that_S,active,negative,True,maybe,4,True,False
100,0,38,endorse,that_S,active,positive,True,yes,7,True,False
100,0,39,bet,that_S,active,positive,True,maybe,2,True,False
100,0,40,claim,that_S,active,positive,True,yes,7,True,False
100,0,41,foresee,that_S,active,negative,True,yes,7,True,False
100,0,42,declare,that_S,active,negative,True,maybe,7,True,False
100,0,43,insist,that_S,active,negative,True,maybe,7,True,False
100,0,44,irk,that_S,passive,positive,True,yes,7,True,False
100,0,45,excite,that_S,passive,positive,True,yes,7,True,False
100,0,46,assess,that_S,active,positive,True,yes,7,True,False
100,0,47,fax,that_S,active,positive,True,yes,7,True,False
100,0,48,comfort,that_S,passive,negative,True,maybe,7,True,False
100,0,49,dissatisfy,that_S,passive,positive,True,yes,7,True,False
100,0,50,astound,that_S,passive,positive,True,yes,7,True,False
100,0,51,fax,that_S,passive,positive,True,yes,7,True,False
100,0,52,traumatize,that_S,passive,positive,True,yes,7,True,False
100,0,53,conceal,that_S,active,positive,True,yes,7,True,False
100,0,54,diagnose,that_S,active,positive,True,yes,6,True,False
100,0,55,figure_out,that_S,active,negative,True,yes,7,True,False
100,0,56,love,that_S,active,negative,True,yes,7,True,False
100,0,57,petrify,that_S,passive,negative,True,yes,7,True,False
100,0,58,embitter,that_S,passive,negative,True,yes,5,True,False
100,0,59,brag,that_S,active,positive,True,yes,7,True,False
100,0,60,praise,that_S,active,positive,True,yes,7,True,False
100,0,61,publish,that_S,active,negative,True,maybe,6,True,False
100,0,62,amaze,that_S,passive,negative,True,yes,7,True,False
100,0,63,love,that_S,active,positive,True,yes,7,True,False
100,0,64,yell,that_S,active,negative,True,maybe,7,True,False
100,0,65,believe,that_S,active,negative,True,no,7,True,False
100,0,66,exasperate,that_S,passive,positive,True,yes,7,True,False
100,0,67,decree,that_S,active,negative,True,no,6,True,False
100,0,68,prophesy,that_S,active,negative,True,maybe,7,True,False
231,0,1,forecast,that_S,active,positive,True,maybe,4,True,False
231,0,2,startle,that_S,passive,positive,True,yes,6,True,False
231,0,3,record,that_S,active,positive,True,maybe,5,True,False
231,0,4,ruminate,that_S,active,positive,True,maybe,4,True,False
231,0,5,email,that_S,active,negative,True,maybe,3,True,False
231,0,6,overwhelm,that_S,passive,negative,True,yes,6,True,False
231,0,7,quarrel,that_S,active,negative,True,maybe,2,True,False
231,0,8,grieve,that_S,passive,negative,True,yes,4,True,False
231,0,9,conclude,that_S,active,negative,True,maybe,7,True,False
231,0,10,reminisce,that_S,active,positive,True,maybe,5,True,False
231,0,11,advertise,that_S,active,positive,True,maybe,2,True,False
231,0,12,fabricate,that_S,active,positive,True,no,2,True,False
231,0,13,flatter,that_S,passive,negative,True,maybe,1,True,False
231,0,14,sing,that_S,active,positive,True,maybe,3,True,False
231,0,15,praise,that_S,active,negative,True,maybe,2,True,False
231,0,16,hush_up,that_S,active,positive,True,yes,2,True,False
231,0,17,enthuse,that_S,passive,negative,True,yes,5,True,False
231,0,18,describe,that_S,active,positive,True,maybe,4,True,False
231,0,19,excite,that_S,passive,negative,True,yes,6,True,False
231,0,20,demand,that_S,active,positive,True,maybe,3,True,False
231,0,21,submit,that_S,active,positive,True,maybe,2,True,False
231,0,22,discuss,that_S,active,positive,True,maybe,3,True,False
231,0,23,warn,that_S,passive,negative,True,yes,5,True,False
231,0,24,sing,that_S,active,negative,True,maybe,3,True,False
231,0,25,hear,that_S,active,negative,True,maybe,7,True,False
231,0,26,trouble,that_S,passive,positive,True,yes,6,True,False
231,0,27,stutter,that_S,active,positive,True,maybe,3,True,False
231,0,28,debate,that_S,active,negative,True,maybe,3,True,False
231,0,29,quarrel,that_S,active,positive,True,maybe,2,True,False
231,0,30,reject,that_S,active,negative,True,maybe,3,True,False
231,0,31,sicken,that_S,passive,negative,True,yes,6,True,False
231,0,32,respond,that_S,active,negative,True,maybe,4,True,False
231,0,33,astonish,that_S,passive,negative,True,yes,5,True,False
231,0,34,suggest,that_S,active,negative,True,maybe,5,True,False
231,0,35,update,that_S,active,positive,True,maybe,1,True,False
231,0,36,boggle,that_S,passive,positive,True,yes,5,True,False
231,0,37,underestimate,that_S,active,negative,True,maybe,3,True,False
231,0,38,endorse,that_S,active,positive,True,maybe,2,True,False
231,0,39,bet,that_S,active,positive,True,maybe,3,True,False
231,0,40,claim,that_S,active,positive,True,maybe,7,True,False
231,0,41,foresee,that_S,active,negative,True,maybe,3,True,False
231,0,42,declare,that_S,active,negative,True,maybe,4,True,False
231,0,43,insist,that_S,active,negative,True,maybe,5,True,False
231,0,44,irk,that_S,passive,positive,True,yes,6,True,False
231,0,45,excite,that_S,passive,positive,True,yes,6,True,False
231,0,46,assess,that_S,active,positive,True,maybe,3,True,False
231,0,47,fax,that_S,active,positive,True,maybe,2,True,False
231,0,48,comfort,that_S,passive,negative,True,yes,5,True,False
231,0,49,dissatisfy,that_S,passive,positive,True,yes,7,True,False
231,0,50,astound,that_S,passive,positive,True,yes,7,True,False
231,0,51,fax,that_S,passive,positive,True,maybe,2,True,False
231,0,52,traumatize,that_S,passive,positive,True,yes,6,True,False
231,0,53,conceal,that_S,active,positive,True,yes,6,True,False
231,0,54,diagnose,that_S,active,positive,True,maybe,3,True,False
231,0,55,figure_out,that_S,active,negative,True,yes,6,True,False
231,0,56,love,that_S,active,negative,True,maybe,4,True,False
231,0,57,petrify,that_S,passive,negative,True,yes,4,True,False
231,0,58,embitter,that_S,passive,negative,True,yes,5,True,False
231,0,59,brag,that_S,active,positive,True,yes,6,True,False
231,0,60,praise,that_S,active,positive,True,maybe,2,True,False
231,0,61,publish,that_S,active,negative,True,maybe,4,True,False
231,0,62,amaze,that_S,passive,negative,True,yes,6,True,False
231,0,63,love,that_S,active,positive,True,yes,6,True,False
231,0,64,yell,that_S,active,negative,True,maybe,3,True,False
231,0,65,believe,that_S,active,negative,True,maybe,6,True,False
231,0,66,exasperate,that_S,passive,positive,True,yes,5,True,False
231,0,67,decree,that_S,active,negative,True,maybe,3,True,False
231,0,68,prophesy,that_S,active,negative,True,maybe,3,True,False
20,0,1,forecast,that_S,active,positive,True,maybe,6,True,False
20,0,2,startle,that_S,passive,positive,True,yes,7,True,False
20,0,3,record,that_S,active,positive,True,yes,6,True,False
20,0,4,ruminate,that_S,active,positive,True,maybe,4,True,False
20,0,5,email,that_S,active,negative,True,maybe,4,True,False
20,0,6,overwhelm,that_S,passive,negative,True,yes,6,True,False
20,0,7,quarrel,that_S,active,negative,True,maybe,1,True,False
20,0,8,grieve,that_S,passive,negative,True,yes,6,True,False
20,0,9,conclude,that_S,active,negative,True,maybe,6,True,False
20,0,10,reminisce,that_S,active,positive,True,yes,7,True,False
20,0,11,advertise,that_S,active,positive,True,yes,7,True,False
20,0,12,fabricate,that_S,active,positive,True,no,7,True,False
20,0,13,flatter,that_S,passive,negative,True,yes,6,True,False
20,0,14,sing,that_S,active,positive,True,yes,5,True,False
20,0,15,praise,that_S,active,negative,True,yes,5,True,False
20,0,16,hush_up,that_S,active,positive,True,yes,2,True,False
20,0,17,enthuse,that_S,passive,negative,True,yes,7,True,False
20,0,18,describe,that_S,active,positive,True,yes,7,True,False
20,0,19,excite,that_S,passive,negative,True,yes,7,True,False
20,0,20,demand,that_S,active,positive,True,maybe,5,True,False
20,0,21,submit,that_S,active,positive,True,yes,6,True,False
20,0,22,discuss,that_S,active,positive,True,yes,7,True,False
20,0,23,warn,that_S,passive,negative,True,yes,7,True,False
20,0,24,sing,that_S,active,negative,True,maybe,4,True,False
20,0,25,hear,that_S,active,negative,True,yes,7,True,False
20,0,26,trouble,that_S,passive,positive,True,yes,7,True,False
20,0,27,stutter,that_S,active,positive,True,yes,5,True,False
20,0,28,debate,that_S,active,negative,True,yes,7,True,False
20,0,29,quarrel,that_S,active,positive,True,maybe,3,True,False
20,0,30,reject,that_S,active,negative,True,yes,7,True,False
20,0,31,sicken,that_S,passive,negative,True,maybe,6,True,False
20,0,32,respond,that_S,active,negative,True,maybe,7,True,False
20,0,33,astonish,that_S,passive,negative,True,yes,7,True,False
