"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"3305",147,5968,NA,"M","Madison had a baby","MC","control5","control",0,4,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3306",147,8254,"M","M","Grace visited her sister","suggest","9","C",0,5,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3307",147,6775,"F","F","Owen shoveled snow last winter","be_right","17","C",0,6,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3308",147,8897,"F","M","Danny ate the last cupcake","think","11","NonProj",0,7,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3309",147,6340,"M","F","Olivia sleeps until noon","discover","4","NonProj",0.71,8,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3310",147,5167,"F","M","Tony had a drink last night","say","15","C",0,9,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3311",147,10822,"F","F","Charley speaks Spanish","prove","20","C",0.21,10,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3312",147,16897,"F","F","Julian dances salsa","establish","18","NonProj",0,11,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3313",147,7353,"M","F","Emma studied on Saturday morning","inform","3","C",0,12,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3314",147,6937,"F","M","Frank got a cat","be_annoyed","12","NonProj",0.81,13,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3315",147,9737,"M","M","Emily bought a car yesterday","demonstrate","8","C",0.17,14,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3316",147,10951,"M","F","Mary is pregnant","announce","1","C",0.6,15,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3317",147,8520,NA,"F","Vanessa is good at math","MC","control4","control",0,16,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3318",147,3479,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0,17,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3319",147,4329,NA,"F","Todd played football in high school","MC","control3","control",0,18,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3320",147,5150,"M","M","Isabella ate a steak on Sunday","reveal","7","NonProj",0.04,19,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3321",147,4948,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0,20,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3322",147,8062,"M","F","Mia drank 2 cocktails last night","acknowledge","6","C",0.55,21,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3323",147,10850,"M","F","Zoe calculated the tip","know","10","NonProj",0.86,22,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3324",147,9616,"F","F","Jackson ran 10 miles","confirm","13","C",0.19,23,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3325",147,4392,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0,24,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3326",147,10034,"F","F","Jon walks to work","pretend","19","NonProj",0,25,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3327",147,11022,"M","F","Sophia got a tattoo","hear","5","C",1,26,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3328",147,13942,"F","M","Jayden rented a car","confess","14","C",0.84,27,32,"English","Yes","y","f","Very interesting, especially as in verbal speech I think the intonation of these would really influence meaning.",4.775133333
"3329",148,7709,NA,"M","Todd played football in high school","MC","control3","control",0,2,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3330",148,8606,"F","M","Jayden rented a car","pretend","14","NonProj",0.34,3,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3331",148,6200,"M","M","Sophia got a tattoo","hear","5","C",0.93,4,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3332",148,5040,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0,5,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3333",148,4607,NA,"M","Madison had a baby","MC","control5","control",0,6,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3334",148,5544,"F","F","Jon walks to work","know","19","NonProj",1,7,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3335",148,4079,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0,8,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3336",148,3886,"F","M","Tony had a drink last night","be_annoyed","15","NonProj",1,9,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3337",148,8048,"M","F","Mia drank 2 cocktails last night","prove","6","C",0.4,10,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3338",148,6863,"F","M","Jackson ran 10 miles","discover","13","NonProj",0.95,11,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3339",148,7632,"F","F","Frank got a cat","admit","12","C",0.72,12,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3340",148,3199,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0,13,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3341",148,3832,"M","F","Mary is pregnant","be_right","1","C",0,14,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3342",148,5607,"M","F","Josie went on vacation to France","see","2","NonProj",0.98,15,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3343",148,6239,"M","F","Zoe calculated the tip","suggest","10","C",0.5,16,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3344",148,6192,"M","M","Olivia sleeps until noon","demonstrate","4","C",0.27,17,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3345",148,7862,"M","F","Emma studied on Saturday morning","say","3","C",0.37,18,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3346",148,4831,"M","M","Isabella ate a steak on Sunday","confess","7","C",0.61,19,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3347",148,4200,"F","F","Owen shoveled snow last winter","establish","17","NonProj",0.31,20,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3348",148,5832,"M","M","Emily bought a car yesterday","reveal","8","NonProj",0.76,21,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3349",148,6695,"M","M","Grace visited her sister","confirm","9","C",0.15,22,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3350",148,7905,"F","F","Josh learned to ride a bike yesterday","inform","16","C",0.95,23,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3351",148,2871,NA,"F","Vanessa is good at math","MC","control4","control",0,24,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3352",148,7351,"F","F","Julian dances salsa","acknowledge","18","C",0.79,25,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3353",148,13104,"F","M","Charley speaks Spanish","announce","20","C",0.64,26,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3354",148,5631,"F","F","Danny ate the last cupcake","think","11","NonProj",0.25,27,47,"English","Yes","y","m","It was fine. This was a fair price.",3.713233333
"3355",149,20658,"M","F","Emma studied on Saturday morning","establish","3","NonProj",0.73,2,28,"English","Yes","y","m","Thank you!",4.334
"3356",149,8202,"F","M","Owen shoveled snow last winter","see","17","NonProj",0.93,3,28,"English","Yes","y","m","Thank you!",4.334
"3357",149,5100,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.01,4,28,"English","Yes","y","m","Thank you!",4.334
"3358",149,4340,NA,"F","Madison had a baby","MC","control5","control",0.01,5,28,"English","Yes","y","m","Thank you!",4.334
"3359",149,7112,NA,"M","Vanessa is good at math","MC","control4","control",0.03,6,28,"English","Yes","y","m","Thank you!",4.334
"3360",149,9082,"F","M","Charley speaks Spanish","pretend","20","NonProj",0.02,7,28,"English","Yes","y","m","Thank you!",4.334
"3361",149,8266,"F","F","Danny ate the last cupcake","confirm","11","C",0.48,8,28,"English","Yes","y","m","Thank you!",4.334
"3362",149,6370,"F","M","Josh learned to ride a bike yesterday","be_annoyed","16","NonProj",0.95,9,28,"English","Yes","y","m","Thank you!",4.334
"3363",149,4392,"M","F","Olivia sleeps until noon","know","4","NonProj",0.95,10,28,"English","Yes","y","m","Thank you!",4.334
"3364",149,10192,"M","F","Grace visited her sister","suggest","9","C",0.08,11,28,"English","Yes","y","m","Thank you!",4.334
"3365",149,10208,"M","M","Mia drank 2 cocktails last night","say","6","C",0.13,12,28,"English","Yes","y","m","Thank you!",4.334
"3366",149,15144,"F","F","Jayden rented a car","inform","14","C",0.95,13,28,"English","Yes","y","m","Thank you!",4.334
"3367",149,6988,"F","M","Jackson ran 10 miles","demonstrate","13","C",0.53,14,28,"English","Yes","y","m","Thank you!",4.334
"3368",149,4580,"F","F","Tony had a drink last night","announce","15","C",0.12,15,28,"English","Yes","y","m","Thank you!",4.334
"3369",149,7268,"M","F","Josie went on vacation to France","be_right","2","C",0.01,16,28,"English","Yes","y","m","Thank you!",4.334
"3370",149,5992,NA,"F","Todd played football in high school","MC","control3","control",0.01,17,28,"English","Yes","y","m","Thank you!",4.334
"3371",149,3936,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.02,18,28,"English","Yes","y","m","Thank you!",4.334
"3372",149,5880,"F","F","Julian dances salsa","admit","18","C",0.59,19,28,"English","Yes","y","m","Thank you!",4.334
"3373",149,3898,"M","M","Mary is pregnant","hear","1","C",0.98,20,28,"English","Yes","y","m","Thank you!",4.334
"3374",149,5220,"M","M","Isabella ate a steak on Sunday","prove","7","C",0.14,21,28,"English","Yes","y","m","Thank you!",4.334
"3375",149,5422,"M","M","Zoe calculated the tip","reveal","10","NonProj",0.27,22,28,"English","Yes","y","m","Thank you!",4.334
"3376",149,3176,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.02,23,28,"English","Yes","y","m","Thank you!",4.334
"3377",149,6444,"F","F","Jon walks to work","acknowledge","19","C",0.62,24,28,"English","Yes","y","m","Thank you!",4.334
"3378",149,17978,"F","F","Frank got a cat","discover","12","NonProj",0.98,25,28,"English","Yes","y","m","Thank you!",4.334
"3379",149,7586,"M","M","Emily bought a car yesterday","think","8","NonProj",0.41,26,28,"English","Yes","y","m","Thank you!",4.334
"3380",149,4400,"M","F","Sophia got a tattoo","confess","5","C",0.78,27,28,"English","Yes","y","m","Thank you!",4.334
"3381",151,20998,"F","F","Charley speaks Spanish","confess","20","C",0.5,2,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3382",151,18088,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.72,3,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3383",151,14245,"F","F","Danny ate the last cupcake","pretend","11","NonProj",0.1,4,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3384",151,12581,"M","F","Emily bought a car yesterday","see","8","NonProj",0.78,5,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3385",151,10228,"M","F","Zoe calculated the tip","acknowledge","10","C",0.95,6,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3386",151,8958,NA,"F","Todd played football in high school","MC","control3","control",0.21,7,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3387",151,8189,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.46,8,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3388",151,10948,"M","F","Emma studied on Saturday morning","establish","3","NonProj",0.2,9,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3389",151,13933,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.13,10,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3390",151,12611,"M","F","Olivia sleeps until noon","admit","4","C",0.21,11,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3391",151,15047,"F","F","Owen shoveled snow last winter","think","17","NonProj",0.48,12,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3392",151,9303,"F","F","Julian dances salsa","announce","18","C",0.73,13,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3393",151,10020,NA,"F","Madison had a baby","MC","control5","control",0.76,14,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3394",151,11886,"F","M","Josh learned to ride a bike yesterday","reveal","16","NonProj",0.79,15,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3395",151,10353,"F","F","Tony had a drink last night","demonstrate","15","C",0.49,16,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3396",151,11207,"F","M","Frank got a cat","inform","12","C",0.77,17,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3397",151,13576,"M","F","Grace visited her sister","prove","9","C",0.17,18,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3398",151,8837,"M","F","Mia drank 2 cocktails last night","hear","6","C",0.7,19,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3399",151,6582,NA,"M","Vanessa is good at math","MC","control4","control",0.19,20,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3400",151,9397,"M","M","Mary is pregnant","be_right","1","C",0.11,21,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3401",151,8751,"F","M","Jayden rented a car","suggest","14","C",0.44,22,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3402",151,7770,"M","F","Isabella ate a steak on Sunday","discover","7","NonProj",0.13,23,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3403",151,13077,"F","M","Jon walks to work","know","19","NonProj",0.87,24,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3404",151,8395,"F","M","Jackson ran 10 miles","confirm","13","C",0.11,25,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3405",151,9459,"M","F","Josie went on vacation to France","say","2","C",0.17,26,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3406",151,8252,"M","M","Sophia got a tattoo","be_annoyed","5","NonProj",0.93,27,54,"ENGLISH","Yes","y","f","PRICE IS FAIR",6.562333333
"3407",152,11481,"M","M","Zoe calculated the tip","know","10","NonProj",0.97,2,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3408",152,13436,"F","F","Owen shoveled snow last winter","suggest","17","C",0.23,3,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3409",152,7519,NA,"M","Madison had a baby","MC","control5","control",0.08,4,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3410",152,11020,"M","F","Olivia sleeps until noon","establish","4","NonProj",0.92,5,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3411",152,9408,"M","F","Emma studied on Saturday morning","think","3","NonProj",0.06,6,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3412",152,5383,NA,"M","Todd played football in high school","MC","control3","control",0.03,7,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3413",152,8073,"M","M","Mary is pregnant","be_right","1","C",0.01,8,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3414",152,51644,"M","M","Mia drank 2 cocktails last night","pretend","6","NonProj",0.01,9,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3415",152,10001,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.03,10,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3416",152,7899,"F","F","Danny ate the last cupcake","be_annoyed","11","NonProj",1,11,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3417",152,5341,NA,"F","Vanessa is good at math","MC","control4","control",0.01,12,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3418",152,5755,"F","F","Tony had a drink last night","see","15","NonProj",0.98,13,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3419",152,6658,"F","F","Josh learned to ride a bike yesterday","confess","16","C",0.96,14,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3420",152,4533,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.02,15,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3421",152,10618,"F","M","Julian dances salsa","hear","18","C",0.9,16,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3422",152,6858,"F","F","Jayden rented a car","inform","14","C",0.98,17,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3423",152,8110,"F","M","Jackson ran 10 miles","say","13","C",0.62,18,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3424",152,8702,"F","M","Jon walks to work","prove","19","C",0.82,19,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3425",152,6267,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.2,20,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3426",152,4546,"F","M","Frank got a cat","acknowledge","12","C",0.99,21,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3427",152,5047,"M","F","Grace visited her sister","announce","9","C",0.93,22,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3428",152,5906,"M","F","Emily bought a car yesterday","reveal","8","NonProj",0.99,23,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3429",152,7516,"M","F","Josie went on vacation to France","admit","2","C",0.89,24,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3430",152,5784,"F","M","Charley speaks Spanish","confirm","20","C",0.41,25,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3431",152,8686,"M","M","Isabella ate a steak on Sunday","demonstrate","7","C",0.7,26,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3432",152,7096,"M","F","Sophia got a tattoo","discover","5","NonProj",1,27,42,"english","Yes","y","f","i thought it a fair price and it was easy enough",5.443683333
"3433",153,15478,"M","M","Emma studied on Saturday morning","establish","3","NonProj",0.19,2,38,"English","Yes","y","f","",3.586366667
"3434",153,10602,"M","M","Isabella ate a steak on Sunday","be_annoyed","7","NonProj",0.91,3,38,"English","Yes","y","f","",3.586366667
"3435",153,9176,"F","F","Owen shoveled snow last winter","say","17","C",0.23,4,38,"English","Yes","y","f","",3.586366667
"3436",153,9788,"M","M","Josie went on vacation to France","demonstrate","2","C",0.36,5,38,"English","Yes","y","f","",3.586366667
"3437",153,6212,"F","F","Charley speaks Spanish","announce","20","C",0.92,6,38,"English","Yes","y","f","",3.586366667
"3438",153,6756,"F","F","Jon walks to work","think","19","NonProj",0.25,7,38,"English","Yes","y","f","",3.586366667
"3439",153,9968,"F","F","Josh learned to ride a bike yesterday","pretend","16","NonProj",0.02,8,38,"English","Yes","y","f","",3.586366667
"3440",153,6336,"F","M","Danny ate the last cupcake","confirm","11","C",0.42,9,38,"English","Yes","y","f","",3.586366667
"3441",153,8566,NA,"F","Vanessa is good at math","MC","control4","control",0.22,10,38,"English","Yes","y","f","",3.586366667
"3442",153,6392,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.14,11,38,"English","Yes","y","f","",3.586366667
"3443",153,9160,"F","F","Jackson ran 10 miles","suggest","13","C",0.39,12,38,"English","Yes","y","f","",3.586366667
"3444",153,5596,"F","F","Julian dances salsa","confess","18","C",0.57,13,38,"English","Yes","y","f","",3.586366667
"3445",153,6132,"M","F","Sophia got a tattoo","prove","5","C",0.59,14,38,"English","Yes","y","f","",3.586366667
"3446",153,7610,"F","M","Frank got a cat","see","12","NonProj",0.93,15,38,"English","Yes","y","f","",3.586366667
"3447",153,4638,NA,"M","Madison had a baby","MC","control5","control",0.49,16,38,"English","Yes","y","f","",3.586366667
"3448",153,6498,"M","M","Grace visited her sister","hear","9","C",0.97,17,38,"English","Yes","y","f","",3.586366667
"3449",153,7168,"M","F","Zoe calculated the tip","acknowledge","10","C",0.6,18,38,"English","Yes","y","f","",3.586366667
"3450",153,6398,"F","F","Tony had a drink last night","reveal","15","NonProj",0.68,19,38,"English","Yes","y","f","",3.586366667
"3451",153,4886,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.1,20,38,"English","Yes","y","f","",3.586366667
"3452",153,6412,"M","F","Mia drank 2 cocktails last night","discover","6","NonProj",0.89,21,38,"English","Yes","y","f","",3.586366667
"3453",153,6486,"M","F","Olivia sleeps until noon","be_right","4","C",0.59,22,38,"English","Yes","y","f","",3.586366667
"3454",153,6040,"F","M","Jayden rented a car","admit","14","C",0.63,23,38,"English","Yes","y","f","",3.586366667
"3455",153,4430,"M","F","Mary is pregnant","know","1","NonProj",0.94,24,38,"English","Yes","y","f","",3.586366667
"3456",153,4218,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.03,25,38,"English","Yes","y","f","",3.586366667
"3457",153,7494,"M","F","Emily bought a car yesterday","inform","8","C",0.94,26,38,"English","Yes","y","f","",3.586366667
"3458",153,5726,NA,"M","Todd played football in high school","MC","control3","control",0.24,27,38,"English","Yes","y","f","",3.586366667
"3459",154,18423,"M","M","Isabella ate a steak on Sunday","hear","7","C",0.1,2,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3460",154,13166,"F","F","Owen shoveled snow last winter","inform","17","C",0.88,3,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3461",154,4529,NA,"F","Vanessa is good at math","MC","control4","control",0,4,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3462",154,7518,"F","M","Tony had a drink last night","know","15","NonProj",1,5,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3463",154,10516,"F","F","Frank got a cat","demonstrate","12","C",0.94,6,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3464",154,22125,"F","F","Charley speaks Spanish","reveal","20","NonProj",0.95,7,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3465",154,5085,"F","M","Jayden rented a car","say","14","C",0.33,8,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3466",154,6825,"F","F","Danny ate the last cupcake","establish","11","NonProj",0.09,9,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3467",154,7279,"M","M","Mia drank 2 cocktails last night","acknowledge","6","C",0.74,10,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3468",154,8603,"F","M","Julian dances salsa","see","18","NonProj",0.97,11,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3469",154,5195,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.03,12,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3470",154,5894,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.06,13,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3471",154,15303,"M","F","Josie went on vacation to France","prove","2","C",0.38,14,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3472",154,6341,NA,"F","Todd played football in high school","MC","control3","control",0.18,15,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3473",154,12168,NA,"M","Madison had a baby","MC","control5","control",0.21,16,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3474",154,6388,"F","F","Josh learned to ride a bike yesterday","discover","16","NonProj",0.89,17,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3475",154,8932,"M","F","Emma studied on Saturday morning","confirm","3","C",0.61,18,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3476",154,11981,"M","M","Olivia sleeps until noon","think","4","NonProj",0.47,19,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3477",154,31284,"M","F","Mary is pregnant","pretend","1","NonProj",0.2,20,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3478",154,5237,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.11,21,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3479",154,6997,"M","F","Grace visited her sister","announce","9","C",0.56,22,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3480",154,9910,"F","F","Jon walks to work","be_annoyed","19","NonProj",0.98,23,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3481",154,6071,"M","M","Emily bought a car yesterday","confess","8","C",0.93,24,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3482",154,7267,"M","M","Sophia got a tattoo","be_right","5","C",0.19,25,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3483",154,15158,"M","M","Zoe calculated the tip","suggest","10","C",0.15,26,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3484",154,7586,"F","F","Jackson ran 10 miles","admit","13","C",0.44,27,52,"english","Yes","y","m","decent hit and fair price",6.25225
"3485",155,33776,"F","M","Jayden rented a car","announce","14","C",0.13,2,43,"english","Yes","y","m","this is a good price ",8.2027
"3486",155,5977,"M","F","Olivia sleeps until noon","reveal","4","NonProj",0.94,3,43,"english","Yes","y","m","this is a good price ",8.2027
"3487",155,5948,"M","F","Sophia got a tattoo","discover","5","NonProj",0.98,4,43,"english","Yes","y","m","this is a good price ",8.2027
"3488",155,7640,"M","M","Zoe calculated the tip","say","10","C",0.49,5,43,"english","Yes","y","m","this is a good price ",8.2027
"3489",155,13059,"F","M","Charley speaks Spanish","pretend","20","NonProj",0,6,43,"english","Yes","y","m","this is a good price ",8.2027
"3490",155,11369,"F","F","Jon walks to work","admit","19","C",0.82,7,43,"english","Yes","y","m","this is a good price ",8.2027
"3491",155,8780,"M","F","Isabella ate a steak on Sunday","confess","7","C",0.86,8,43,"english","Yes","y","m","this is a good price ",8.2027
"3492",155,4862,"M","F","Josie went on vacation to France","know","2","NonProj",0.98,9,43,"english","Yes","y","m","this is a good price ",8.2027
"3493",155,11267,NA,"F","Todd played football in high school","MC","control3","control",0.24,10,43,"english","Yes","y","m","this is a good price ",8.2027
"3494",155,14856,"F","M","Josh learned to ride a bike yesterday","demonstrate","16","C",0.83,11,43,"english","Yes","y","m","this is a good price ",8.2027
"3495",155,14454,"F","M","Owen shoveled snow last winter","inform","17","C",0.95,12,43,"english","Yes","y","m","this is a good price ",8.2027
"3496",155,8774,"M","F","Mia drank 2 cocktails last night","think","6","NonProj",0.03,13,43,"english","Yes","y","m","this is a good price ",8.2027
"3497",155,15216,"F","F","Jackson ran 10 miles","prove","13","C",0.36,14,43,"english","Yes","y","m","this is a good price ",8.2027
"3498",155,11225,"M","F","Emma studied on Saturday morning","suggest","3","C",0.06,15,43,"english","Yes","y","m","this is a good price ",8.2027
"3499",155,6511,"M","M","Mary is pregnant","hear","1","C",0.87,16,43,"english","Yes","y","m","this is a good price ",8.2027
