"","workerid","rt","subjectGender","speakerGender","content","verb","fact","fact_type","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","assignmentid"
"4698",180,18537,"M","F","Zoe calculated the tip","hear","Zoe is 5 years old","factL","10","C",0.95,19,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4699",180,17060,"M","F","Mary is pregnant","be_right_that","Mary is taking a prenatal yoga class","factH","1","C",0.94,20,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4700",180,10447,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.06,21,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4701",180,13973,"F","M","Jayden rented a car","prove","Jayden doesn&quotechart have a driver&quotechars license","factL","14","C",0.02,22,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4702",180,17357,"M","M","Emma studied on Saturday morning","suggest","Emma is in law school","factH","3","C",0.89,23,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4703",180,11016,NA,"M","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.69,24,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4704",180,11302,"F","M","Jon walks to work","discover","Jon lives 2 blocks away from work","factH","19","NonProj",0.98,25,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4705",180,21901,"M","M","Emily bought a car yesterday","admit","Emily has been saving for a year","factH","8","C",0,26,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4706",180,15741,"M","M","Grace visited her sister","confirm","Grace hates her sister","factL","9","C",0.28,27,49,"English","Yes","m","f","Fun!",10.0940333333333,"3JJVG1YBEBYU6NAAJHXAT0IR0D8B5P"
"4707",181,3733,"F","M","Josh learned to ride a bike yesterday","acknowledge","Josh is a 5-year old boy","factH","16","C",0.74,2,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4708",181,3549,"F","F","Jackson ran 10 miles","demonstrate","Jackson is training for a marathon","factH","13","C",0.64,3,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4709",181,1299,"F","F","Jayden rented a car","establish","Jayden&quotechars car is in the shop","factH","14","NonProj",0.47,4,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4710",181,2020,"F","M","Julian dances salsa","be_right_that","Julian is German","factL","18","C",0.41,5,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4711",181,5073,"F","F","Charley speaks Spanish","announce","Charley lives in Korea","factL","20","C",0.74,6,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4712",181,3379,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.37,7,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4713",181,3580,"F","F","Frank got a cat","hear","Frank has always wanted a pet","factH","12","C",0.69,8,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4714",181,6635,"M","M","Isabella ate a steak on Sunday","reveal","Isabella is from Argentina","factH","7","NonProj",0.24,9,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4715",181,4460,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.44,10,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4716",181,3309,"M","M","Mary is pregnant","suggest","Mary is a middle school student","factL","1","C",0.73,11,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4717",181,6320,"F","M","Owen shoveled snow last winter","confirm","Owen lives in New Orleans","factL","17","C",0.84,12,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4718",181,4441,"F","F","Tony had a drink last night","admit","Tony really likes to party with his friends","factH","15","C",0.64,13,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4719",181,3059,"M","F","Sophia got a tattoo","say","Sophia is a hipster","factH","5","C",0.6,14,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4720",181,3544,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.84,15,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4721",181,3154,"M","M","Mia drank 2 cocktails last night","prove","Mia is a college student","factH","6","C",0.57,16,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4722",181,4826,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.2,17,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4723",181,3270,"M","F","Olivia sleeps until noon","know","Olivia has two small children","factL","4","NonProj",0.4,18,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4724",181,2866,"M","F","Josie went on vacation to France","see","Josie doesn&quotechart have a passport","factL","2","NonProj",0.16,19,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4725",181,2827,"M","M","Grace visited her sister","inform_Sam","Grace loves her sister","factH","9","C",0.37,20,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4726",181,4226,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.04,21,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4727",181,5086,"M","F","Emma studied on Saturday morning","annoyed","Emma is in first grade","factL","3","NonProj",0.59,22,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4728",181,6122,"M","M","Zoe calculated the tip","think","Zoe is 5 years old","factL","10","NonProj",0.74,23,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4729",181,5956,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.42,24,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4730",181,6612,"M","F","Emily bought a car yesterday","pretend","Emily never has any money","factL","8","NonProj",0.22,25,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4731",181,6644,"F","M","Jon walks to work","confess","Jon lives 2 blocks away from work","factH","19","C",0.22,26,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4732",181,4763,"F","M","Danny ate the last cupcake","discover","Danny is a diabetic","factL","11","NonProj",0.59,27,39,"english","Yes","m","m","",2.55536666666667,"3FTF2T8WLRJ5VDAXHY6NSU0EWA9W9H"
"4733",182,22802,"M","F","Mia drank 2 cocktails last night","prove","Mia is a nun","factL","6","C",0.95,2,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4734",182,11943,"M","M","Sophia got a tattoo","inform_Sam","Sophia is a hipster","factH","5","C",0.98,3,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4735",182,11747,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.04,4,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4736",182,14524,"F","M","Charley speaks Spanish","say","Charley lives in Korea","factL","20","C",0.24,5,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4737",182,9918,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.07,6,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4738",182,8962,"M","F","Olivia sleeps until noon","think","Olivia works the third shift","factH","4","NonProj",0.23,7,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4739",182,9088,"M","M","Mary is pregnant","acknowledge","Mary is a middle school student","factL","1","C",0.94,8,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4740",182,11483,"F","M","Josh learned to ride a bike yesterday","reveal","Josh is a 5-year old boy","factH","16","NonProj",0.97,9,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4741",182,28430,"F","F","Julian dances salsa","suggest","Julian is Cuban","factH","18","C",0.44,10,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4742",182,9162,"M","F","Josie went on vacation to France","discover","Josie loves France","factH","2","NonProj",0.96,11,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4743",182,9795,"F","F","Jackson ran 10 miles","confirm","Jackson is obese","factL","13","C",0.07,12,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4744",182,6846,"F","F","Frank got a cat","be_right_that","Frank is allergic to cats","factL","12","C",0.09,13,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4745",182,17322,"F","M","Tony had a drink last night","confess","Tony really likes to party with his friends","factH","15","C",0.65,14,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4746",182,9427,"M","M","Zoe calculated the tip","see","Zoe is 5 years old","factL","10","NonProj",0.77,15,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4747",182,17688,"F","M","Danny ate the last cupcake","pretend","Danny loves cake","factH","11","NonProj",0.13,16,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4748",182,6682,"F","F","Jon walks to work","know","Jon lives 10 miles away from work","factL","19","NonProj",0.86,17,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4749",182,7728,"M","M","Grace visited her sister","annoyed","Grace loves her sister","factH","9","NonProj",0.9,18,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4750",182,25514,"F","M","Jayden rented a car","demonstrate","Jayden doesn&quotechart have a driver&quotechars license","factL","14","C",0.11,19,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4751",182,7014,"M","F","Emma studied on Saturday morning","hear","Emma is in law school","factH","3","C",0.87,20,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4752",182,9430,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.12,21,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4753",182,6050,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.08,22,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4754",182,7451,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.04,23,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4755",182,6906,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.16,24,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4756",182,8247,"M","F","Emily bought a car yesterday","announce","Emily never has any money","factL","8","C",0.16,25,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4757",182,30880,"F","F","Owen shoveled snow last winter","admit","Owen lives in New Orleans","factL","17","C",0.45,26,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4758",182,9297,"M","F","Isabella ate a steak on Sunday","establish","Isabella is from Argentina","factH","7","NonProj",0.19,27,61,"ENGLISH","Yes","m","f","I read the instructions, but I am not sure that I got them all right. Some were confusing. Pay is OK for the time it took me, but I ended up feeling like I might have made mistakes and that you might reject me, so that is unsettling. It would be good to know how much leeway there is because they do not seem like they are all obvious answers.",8.58278333333333,"3PDJHANYK5H0G4DAOSHB7HZPRLO6HG"
"4759",183,9623,"M","M","Isabella ate a steak on Sunday","discover","Isabella is a vegetarian","factL","7","NonProj",0,2,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4760",183,5888,"F","M","Jon walks to work","be_right_that","Jon lives 10 miles away from work","factL","19","C",0,3,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4761",183,11832,"M","F","Josie went on vacation to France","annoyed","Josie loves France","factH","2","NonProj",0.31,4,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4762",183,7465,"F","F","Frank got a cat","see","Frank is allergic to cats","factL","12","NonProj",0.17,5,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4763",183,12664,"M","M","Emily bought a car yesterday","know","Emily never has any money","factL","8","NonProj",0.29,6,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4764",183,5968,NA,"M","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.44,7,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4765",183,8648,"F","F","Charley speaks Spanish","acknowledge","Charley lives in Mexico","factH","20","C",0.53,8,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4766",183,4120,"M","F","Mia drank 2 cocktails last night","suggest","Mia is a college student","factH","6","C",0,9,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4767",183,3976,"F","M","Owen shoveled snow last winter","say","Owen lives in Chicago","factH","17","C",0.77,10,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4768",183,3432,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0,11,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4769",183,4872,"M","F","Olivia sleeps until noon","announce","Olivia works the third shift","factH","4","C",0.64,12,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4770",183,4480,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.06,13,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4771",183,4944,"F","F","Tony had a drink last night","prove","Tony has been sober for 20 years","factL","15","C",0.05,14,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4772",183,3880,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.51,15,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4773",183,4280,"M","F","Emma studied on Saturday morning","think","Emma is in law school","factH","3","NonProj",0.66,16,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4774",183,5944,"M","F","Zoe calculated the tip","demonstrate","Zoe is a math major","factH","10","C",0.29,17,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4775",183,4472,"M","M","Sophia got a tattoo","pretend","Sophia is a high end fashion model","factL","5","NonProj",0.19,18,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4776",183,3840,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.65,19,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4777",183,3864,"M","M","Grace visited her sister","hear","Grace hates her sister","factL","9","C",0.08,20,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4778",183,3272,"F","F","Jackson ran 10 miles","confirm","Jackson is training for a marathon","factH","13","C",0.73,21,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4779",183,5280,"F","F","Josh learned to ride a bike yesterday","confess","Josh is a 75-year old man","factL","16","C",0.49,22,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4780",183,7664,"F","F","Jayden rented a car","establish","Jayden doesn&quotechart have a driver&quotechars license","factL","14","NonProj",0.23,23,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4781",183,3232,"M","F","Mary is pregnant","admit","Mary is a middle school student","factL","1","C",0.17,24,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4782",183,4968,"F","F","Danny ate the last cupcake","reveal","Danny loves cake","factH","11","NonProj",0.67,25,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4783",183,4152,"F","M","Julian dances salsa","inform_Sam","Julian is Cuban","factH","18","C",0.61,26,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4784",183,3504,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.11,27,29,"english","Yes","m","f","It was fun, it&quotechars interesting that language can make things sound so different",3.14458333333333,"373ERPL3YO9J7W2PGA1YWVT9Y2XTRB"
"4785",184,4913,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.44,2,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4786",184,4999,"M","M","Mia drank 2 cocktails last night","inform_Sam","Mia is a college student","factH","6","C",0.5,3,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4787",184,5304,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.29,4,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4788",184,3823,"F","F","Tony had a drink last night","announce","Tony has been sober for 20 years","factL","15","C",0,5,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4789",184,5055,"F","F","Jackson ran 10 miles","demonstrate","Jackson is obese","factL","13","C",0,6,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4790",184,3831,"M","F","Zoe calculated the tip","confirm","Zoe is 5 years old","factL","10","C",0,7,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4791",184,8896,"M","M","Josie went on vacation to France","discover","Josie doesn&quotechart have a passport","factL","2","NonProj",0,8,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4792",184,5265,"F","M","Owen shoveled snow last winter","hear","Owen lives in Chicago","factH","17","C",0.79,9,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
"4793",184,4022,"M","F","Emily bought a car yesterday","be_right_that","Emily never has any money","factL","8","C",0,10,28,"english","Yes","m","m","",2.97325,"3AAPLD8UCCI6I2OMK5P4IRR3BTYTHD"
