"","content","short_trigger","workerid","prior_type","prior_fact","block_proj","prior","projective","eventItem"
"3416","jayden","suggest",274,"high_prior","Jayden's car is in the shop","block1",0.51,0,"Jayden rented a car"
"3417","jayden","suggest",280,"high_prior","Jayden's car is in the shop","block2",0.5,0,"Jayden rented a car"
"3418","jayden","suggest",285,"high_prior","Jayden's car is in the shop","block1",0.68,0.4,"Jayden rented a car"
"3419","jayden","think",2,"low_prior","Jayden doesn't have a driver's license","block1",0.58,0.48,"Jayden rented a car"
"3420","jayden","think",15,"high_prior","Jayden's car is in the shop","block1",0.85,0.57,"Jayden rented a car"
"3421","jayden","think",21,"high_prior","Jayden's car is in the shop","block2",0.67,0.21,"Jayden rented a car"
"3422","jayden","think",55,"low_prior","Jayden doesn't have a driver's license","block1",0,0.39,"Jayden rented a car"
"3423","jayden","think",68,"low_prior","Jayden doesn't have a driver's license","block2",0.01,0.01,"Jayden rented a car"
"3424","jayden","think",115,"high_prior","Jayden's car is in the shop","block2",0.51,0.14,"Jayden rented a car"
"3425","jayden","think",153,"low_prior","Jayden doesn't have a driver's license","block2",0.2,0.21,"Jayden rented a car"
"3426","jayden","think",176,"low_prior","Jayden doesn't have a driver's license","block1",0.66,0.33,"Jayden rented a car"
"3427","jayden","think",193,"high_prior","Jayden's car is in the shop","block2",0.77,0.54,"Jayden rented a car"
"3428","jayden","think",201,"low_prior","Jayden doesn't have a driver's license","block1",0.15,0.21,"Jayden rented a car"
"3429","jayden","think",209,"low_prior","Jayden doesn't have a driver's license","block1",0.02,0.01,"Jayden rented a car"
"3430","jayden","think",220,"low_prior","Jayden doesn't have a driver's license","block1",0.26,0.28,"Jayden rented a car"
"3431","jayden","think",226,"high_prior","Jayden's car is in the shop","block2",0.94,0.89,"Jayden rented a car"
"3432","jayden","think",260,"low_prior","Jayden doesn't have a driver's license","block2",0,0.18,"Jayden rented a car"
"3433","jon","acknowledge",19,"low_prior","Jon lives 10 miles away from work","block2",0.14,0.33,"Jon walks to work"
"3434","jon","acknowledge",23,"low_prior","Jon lives 10 miles away from work","block2",0.04,0.06,"Jon walks to work"
"3435","jon","acknowledge",52,"low_prior","Jon lives 10 miles away from work","block1",0.23,0.73,"Jon walks to work"
"3436","jon","acknowledge",78,"low_prior","Jon lives 10 miles away from work","block1",0.19,0.63,"Jon walks to work"
"3437","jon","acknowledge",87,"low_prior","Jon lives 10 miles away from work","block2",0.74,0.66,"Jon walks to work"
"3438","jon","acknowledge",100,"high_prior","Jon lives 2 blocks away from work","block2",0.85,0.84,"Jon walks to work"
"3439","jon","acknowledge",142,"low_prior","Jon lives 10 miles away from work","block1",0.63,0.58,"Jon walks to work"
"3440","jon","acknowledge",155,"high_prior","Jon lives 2 blocks away from work","block1",0.76,0.75,"Jon walks to work"
"3441","jon","acknowledge",159,"high_prior","Jon lives 2 blocks away from work","block1",0.74,0.67,"Jon walks to work"
"3442","jon","acknowledge",186,"high_prior","Jon lives 2 blocks away from work","block2",0.94,0.25,"Jon walks to work"
"3443","jon","acknowledge",193,"high_prior","Jon lives 2 blocks away from work","block2",0.36,0.5,"Jon walks to work"
"3444","jon","acknowledge",233,"high_prior","Jon lives 2 blocks away from work","block2",0.6,1,"Jon walks to work"
"3445","jon","acknowledge",266,"low_prior","Jon lives 10 miles away from work","block2",0.1,0.87,"Jon walks to work"
"3446","jon","acknowledge",282,"high_prior","Jon lives 2 blocks away from work","block1",0.59,0.55,"Jon walks to work"
"3447","jon","admit",25,"high_prior","Jon lives 2 blocks away from work","block1",0.85,0.71,"Jon walks to work"
"3448","jon","admit",49,"high_prior","Jon lives 2 blocks away from work","block2",0.82,0.66,"Jon walks to work"
"3449","jon","admit",57,"low_prior","Jon lives 10 miles away from work","block2",0.78,0.02,"Jon walks to work"
"3450","jon","admit",71,"low_prior","Jon lives 10 miles away from work","block1",0.54,0.93,"Jon walks to work"
"3451","jon","admit",117,"high_prior","Jon lives 2 blocks away from work","block1",0.7,0.07,"Jon walks to work"
"3452","jon","admit",137,"low_prior","Jon lives 10 miles away from work","block2",0.08,0.18,"Jon walks to work"
"3453","jon","admit",160,"high_prior","Jon lives 2 blocks away from work","block1",0.76,0.87,"Jon walks to work"
"3454","jon","admit",166,"high_prior","Jon lives 2 blocks away from work","block1",0.79,0.49,"Jon walks to work"
"3455","jon","admit",179,"high_prior","Jon lives 2 blocks away from work","block2",0.81,1,"Jon walks to work"
"3456","jon","admit",182,"high_prior","Jon lives 2 blocks away from work","block2",0.92,0.99,"Jon walks to work"
"3457","jon","admit",207,"high_prior","Jon lives 2 blocks away from work","block2",0.91,0.27,"Jon walks to work"
"3458","jon","admit",236,"high_prior","Jon lives 2 blocks away from work","block2",0.74,0.89,"Jon walks to work"
"3459","jon","admit",261,"high_prior","Jon lives 2 blocks away from work","block1",0.98,0.67,"Jon walks to work"
"3460","jon","announce",40,"high_prior","Jon lives 2 blocks away from work","block2",0.33,1,"Jon walks to work"
"3461","jon","announce",41,"low_prior","Jon lives 10 miles away from work","block2",0.73,0.65,"Jon walks to work"
"3462","jon","announce",62,"high_prior","Jon lives 2 blocks away from work","block1",0.82,0.65,"Jon walks to work"
"3463","jon","announce",68,"low_prior","Jon lives 10 miles away from work","block2",0.1,0.51,"Jon walks to work"
"3464","jon","announce",149,"high_prior","Jon lives 2 blocks away from work","block2",0.08,0.06,"Jon walks to work"
"3465","jon","announce",153,"high_prior","Jon lives 2 blocks away from work","block2",0.86,0.35,"Jon walks to work"
"3466","jon","announce",205,"low_prior","Jon lives 10 miles away from work","block2",0.54,0.58,"Jon walks to work"
"3467","jon","announce",210,"low_prior","Jon lives 10 miles away from work","block2",0.19,0,"Jon walks to work"
"3468","jon","announce",231,"high_prior","Jon lives 2 blocks away from work","block2",0.96,1,"Jon walks to work"
"3469","jon","announce",238,"high_prior","Jon lives 2 blocks away from work","block2",0.46,0.06,"Jon walks to work"
"3470","jon","announce",297,"low_prior","Jon lives 10 miles away from work","block2",0.83,0.83,"Jon walks to work"
"3471","jon","be_annoyed",1,"high_prior","Jon lives 2 blocks away from work","block1",0.88,0.56,"Jon walks to work"
"3472","jon","be_annoyed",11,"high_prior","Jon lives 2 blocks away from work","block1",0.83,0.31,"Jon walks to work"
"3473","jon","be_annoyed",30,"low_prior","Jon lives 10 miles away from work","block2",0.03,0.82,"Jon walks to work"
"3474","jon","be_annoyed",66,"low_prior","Jon lives 10 miles away from work","block2",0.04,1,"Jon walks to work"
"3475","jon","be_annoyed",70,"high_prior","Jon lives 2 blocks away from work","block1",0.95,0.07,"Jon walks to work"
"3476","jon","be_annoyed",91,"high_prior","Jon lives 2 blocks away from work","block1",0.95,0.93,"Jon walks to work"
"3477","jon","be_annoyed",119,"low_prior","Jon lives 10 miles away from work","block1",0.2,0.9,"Jon walks to work"
"3478","jon","be_annoyed",143,"low_prior","Jon lives 10 miles away from work","block1",0.09,0.97,"Jon walks to work"
"3479","jon","be_annoyed",197,"low_prior","Jon lives 10 miles away from work","block1",0.97,1,"Jon walks to work"
"3480","jon","be_annoyed",219,"low_prior","Jon lives 10 miles away from work","block1",0.39,0.83,"Jon walks to work"
"3481","jon","be_annoyed",245,"low_prior","Jon lives 10 miles away from work","block1",0.49,1,"Jon walks to work"
"3482","jon","be_annoyed",248,"low_prior","Jon lives 10 miles away from work","block2",0,0,"Jon walks to work"
"3483","jon","be_annoyed",251,"low_prior","Jon lives 10 miles away from work","block2",0.04,0.67,"Jon walks to work"
"3484","jon","be_annoyed",272,"low_prior","Jon lives 10 miles away from work","block2",0,0.97,"Jon walks to work"
"3485","jon","be_annoyed",290,"high_prior","Jon lives 2 blocks away from work","block1",0.97,1,"Jon walks to work"
"3486","jon","be_annoyed",291,"high_prior","Jon lives 2 blocks away from work","block1",0.77,0.91,"Jon walks to work"
"3487","jon","be_annoyed",294,"low_prior","Jon lives 10 miles away from work","block1",0.56,0.96,"Jon walks to work"
"3488","jon","be_annoyed",298,"high_prior","Jon lives 2 blocks away from work","block2",0.56,0.63,"Jon walks to work"
"3489","jon","be_right",35,"low_prior","Jon lives 10 miles away from work","block2",0.09,0,"Jon walks to work"
"3490","jon","be_right",38,"low_prior","Jon lives 10 miles away from work","block1",0.01,0.03,"Jon walks to work"
"3491","jon","be_right",85,"high_prior","Jon lives 2 blocks away from work","block1",0.56,0.14,"Jon walks to work"
"3492","jon","be_right",97,"high_prior","Jon lives 2 blocks away from work","block2",0.96,0.03,"Jon walks to work"
"3493","jon","be_right",161,"low_prior","Jon lives 10 miles away from work","block2",0.63,0.56,"Jon walks to work"
"3494","jon","be_right",177,"high_prior","Jon lives 2 blocks away from work","block2",0.67,0.91,"Jon walks to work"
"3495","jon","be_right",204,"high_prior","Jon lives 2 blocks away from work","block1",0.82,0.02,"Jon walks to work"
"3496","jon","be_right",209,"low_prior","Jon lives 10 miles away from work","block1",0.21,0.25,"Jon walks to work"
"3497","jon","be_right",217,"low_prior","Jon lives 10 miles away from work","block1",0.04,0.07,"Jon walks to work"
"3498","jon","be_right",226,"low_prior","Jon lives 10 miles away from work","block2",0.05,0.09,"Jon walks to work"
"3499","jon","be_right",229,"low_prior","Jon lives 10 miles away from work","block1",0.47,0.3,"Jon walks to work"
"3500","jon","be_right",241,"low_prior","Jon lives 10 miles away from work","block2",0.06,0.09,"Jon walks to work"
"3501","jon","be_right",257,"low_prior","Jon lives 10 miles away from work","block1",0.24,0.05,"Jon walks to work"
"3502","jon","be_right",289,"high_prior","Jon lives 2 blocks away from work","block1",0.56,0,"Jon walks to work"
"3503","jon","confess",36,"high_prior","Jon lives 2 blocks away from work","block2",0.92,0.69,"Jon walks to work"
"3504","jon","confess",53,"high_prior","Jon lives 2 blocks away from work","block1",0.71,0.21,"Jon walks to work"
"3505","jon","confess",80,"low_prior","Jon lives 10 miles away from work","block1",0.13,0.12,"Jon walks to work"
"3506","jon","confess",82,"low_prior","Jon lives 10 miles away from work","block2",0.05,0.11,"Jon walks to work"
"3507","jon","confess",88,"high_prior","Jon lives 2 blocks away from work","block2",0.87,0.37,"Jon walks to work"
"3508","jon","confess",125,"low_prior","Jon lives 10 miles away from work","block1",0.26,0.27,"Jon walks to work"
"3509","jon","confess",141,"low_prior","Jon lives 10 miles away from work","block1",0.1,0.21,"Jon walks to work"
"3510","jon","confess",174,"low_prior","Jon lives 10 miles away from work","block2",0.15,0.5,"Jon walks to work"
"3511","jon","confess",213,"low_prior","Jon lives 10 miles away from work","block1",0.9,0.95,"Jon walks to work"
"3512","jon","confess",235,"low_prior","Jon lives 10 miles away from work","block1",0.82,0.78,"Jon walks to work"
"3513","jon","confess",242,"low_prior","Jon lives 10 miles away from work","block1",0.64,0.78,"Jon walks to work"
"3514","jon","confess",252,"low_prior","Jon lives 10 miles away from work","block2",0.11,0.58,"Jon walks to work"
"3515","jon","confess",255,"low_prior","Jon lives 10 miles away from work","block2",0.24,1,"Jon walks to work"
"3516","jon","confess",260,"high_prior","Jon lives 2 blocks away from work","block2",0.71,0,"Jon walks to work"
"3517","jon","confirm",20,"high_prior","Jon lives 2 blocks away from work","block2",0.59,0.32,"Jon walks to work"
"3518","jon","confirm",43,"high_prior","Jon lives 2 blocks away from work","block2",0.78,0.43,"Jon walks to work"
"3519","jon","confirm",103,"low_prior","Jon lives 10 miles away from work","block1",0.26,0,"Jon walks to work"
"3520","jon","confirm",109,"low_prior","Jon lives 10 miles away from work","block1",0.61,0.72,"Jon walks to work"
"3521","jon","confirm",111,"low_prior","Jon lives 10 miles away from work","block2",0.2,0.25,"Jon walks to work"
"3522","jon","confirm",112,"low_prior","Jon lives 10 miles away from work","block2",0.17,0.18,"Jon walks to work"
"3523","jon","confirm",114,"high_prior","Jon lives 2 blocks away from work","block1",0.54,0.64,"Jon walks to work"
"3524","jon","confirm",126,"high_prior","Jon lives 2 blocks away from work","block2",0.82,0.48,"Jon walks to work"
"3525","jon","confirm",176,"high_prior","Jon lives 2 blocks away from work","block1",0.49,0.46,"Jon walks to work"
"3526","jon","confirm",199,"high_prior","Jon lives 2 blocks away from work","block2",0.81,0.08,"Jon walks to work"
"3527","jon","confirm",200,"low_prior","Jon lives 10 miles away from work","block1",0.09,0.18,"Jon walks to work"
"3528","jon","confirm",206,"low_prior","Jon lives 10 miles away from work","block2",0.08,0,"Jon walks to work"
"3529","jon","confirm",222,"low_prior","Jon lives 10 miles away from work","block2",0.09,0.75,"Jon walks to work"
"3530","jon","confirm",223,"low_prior","Jon lives 10 miles away from work","block2",0.77,1,"Jon walks to work"
"3531","jon","confirm",250,"high_prior","Jon lives 2 blocks away from work","block2",0.71,0.35,"Jon walks to work"
"3532","jon","confirm",263,"low_prior","Jon lives 10 miles away from work","block2",0.13,0.13,"Jon walks to work"
"3533","jon","confirm",265,"high_prior","Jon lives 2 blocks away from work","block2",0.55,0.43,"Jon walks to work"
"3534","jon","confirm",270,"high_prior","Jon lives 2 blocks away from work","block2",0.46,0.67,"Jon walks to work"
"3535","jon","confirm",280,"low_prior","Jon lives 10 miles away from work","block2",0,0,"Jon walks to work"
"3536","jon","confirm",283,"high_prior","Jon lives 2 blocks away from work","block1",0.9,0.7,"Jon walks to work"
"3537","jon","confirm",296,"high_prior","Jon lives 2 blocks away from work","block2",0.18,0.77,"Jon walks to work"
"3538","jon","demonstrate",3,"low_prior","Jon lives 10 miles away from work","block1",0.82,0.67,"Jon walks to work"
"3539","jon","demonstrate",94,"high_prior","Jon lives 2 blocks away from work","block2",0.08,0.03,"Jon walks to work"
"3540","jon","demonstrate",113,"low_prior","Jon lives 10 miles away from work","block1",0.07,0.5,"Jon walks to work"
"3541","jon","demonstrate",116,"high_prior","Jon lives 2 blocks away from work","block2",0.61,0.63,"Jon walks to work"
"3542","jon","demonstrate",135,"high_prior","Jon lives 2 blocks away from work","block2",0.7,0.71,"Jon walks to work"
"3543","jon","demonstrate",138,"low_prior","Jon lives 10 miles away from work","block1",0.23,0.14,"Jon walks to work"
"3544","jon","demonstrate",189,"low_prior","Jon lives 10 miles away from work","block2",0.1,0.06,"Jon walks to work"
"3545","jon","demonstrate",212,"low_prior","Jon lives 10 miles away from work","block2",0.04,0.89,"Jon walks to work"
"3546","jon","demonstrate",224,"low_prior","Jon lives 10 miles away from work","block2",0.24,0.36,"Jon walks to work"
"3547","jon","demonstrate",232,"low_prior","Jon lives 10 miles away from work","block2",0.29,0.44,"Jon walks to work"
"3548","jon","demonstrate",239,"high_prior","Jon lives 2 blocks away from work","block2",0.85,0.23,"Jon walks to work"
"3549","jon","demonstrate",271,"low_prior","Jon lives 10 miles away from work","block2",0.05,0,"Jon walks to work"
"3550","jon","demonstrate",277,"low_prior","Jon lives 10 miles away from work","block2",0.13,0.18,"Jon walks to work"
"3551","jon","demonstrate",292,"low_prior","Jon lives 10 miles away from work","block1",0.11,0.14,"Jon walks to work"
"3552","jon","discover",5,"high_prior","Jon lives 2 blocks away from work","block1",0.76,0.8,"Jon walks to work"
"3553","jon","discover",67,"high_prior","Jon lives 2 blocks away from work","block2",1,1,"Jon walks to work"
"3554","jon","discover",73,"low_prior","Jon lives 10 miles away from work","block1",0.09,0.99,"Jon walks to work"
"3555","jon","discover",120,"high_prior","Jon lives 2 blocks away from work","block2",1,0.35,"Jon walks to work"
"3556","jon","discover",148,"high_prior","Jon lives 2 blocks away from work","block1",0.74,0.76,"Jon walks to work"
"3557","jon","discover",154,"high_prior","Jon lives 2 blocks away from work","block2",0.87,0.33,"Jon walks to work"
"3558","jon","discover",173,"high_prior","Jon lives 2 blocks away from work","block1",0.72,0.87,"Jon walks to work"
"3559","jon","discover",203,"low_prior","Jon lives 10 miles away from work","block2",0.05,0.36,"Jon walks to work"
"3560","jon","discover",208,"high_prior","Jon lives 2 blocks away from work","block1",0.79,0.72,"Jon walks to work"
"3561","jon","discover",216,"high_prior","Jon lives 2 blocks away from work","block1",0.83,0.91,"Jon walks to work"
"3562","jon","discover",278,"low_prior","Jon lives 10 miles away from work","block2",0.46,0.45,"Jon walks to work"
"3563","jon","discover",281,"low_prior","Jon lives 10 miles away from work","block2",0.15,0.79,"Jon walks to work"
"3564","jon","establish",6,"low_prior","Jon lives 10 miles away from work","block2",0.06,0.4,"Jon walks to work"
"3565","jon","establish",15,"high_prior","Jon lives 2 blocks away from work","block1",0.76,0.5,"Jon walks to work"
"3566","jon","establish",26,"high_prior","Jon lives 2 blocks away from work","block2",1,0.12,"Jon walks to work"
"3567","jon","establish",28,"low_prior","Jon lives 10 miles away from work","block1",0.41,0.35,"Jon walks to work"
"3568","jon","establish",31,"high_prior","Jon lives 2 blocks away from work","block1",0.83,0.67,"Jon walks to work"
"3569","jon","establish",123,"high_prior","Jon lives 2 blocks away from work","block1",0.77,0.26,"Jon walks to work"
"3570","jon","establish",124,"low_prior","Jon lives 10 miles away from work","block2",0.48,0.55,"Jon walks to work"
"3571","jon","establish",130,"high_prior","Jon lives 2 blocks away from work","block2",0.89,0.39,"Jon walks to work"
"3572","jon","establish",144,"low_prior","Jon lives 10 miles away from work","block1",0.02,0,"Jon walks to work"
"3573","jon","establish",163,"low_prior","Jon lives 10 miles away from work","block2",0.08,0.03,"Jon walks to work"
"3574","jon","establish",167,"low_prior","Jon lives 10 miles away from work","block2",0,0.96,"Jon walks to work"
"3575","jon","establish",187,"low_prior","Jon lives 10 miles away from work","block2",0.17,0.04,"Jon walks to work"
"3576","jon","establish",247,"high_prior","Jon lives 2 blocks away from work","block1",0.24,0,"Jon walks to work"
"3577","jon","establish",259,"low_prior","Jon lives 10 miles away from work","block1",0.25,0.11,"Jon walks to work"
"3578","jon","establish",293,"high_prior","Jon lives 2 blocks away from work","block1",0.98,0.57,"Jon walks to work"
"3579","jon","hear",0,"high_prior","Jon lives 2 blocks away from work","block1",0.89,0.7,"Jon walks to work"
"3580","jon","hear",44,"high_prior","Jon lives 2 blocks away from work","block2",0.93,1,"Jon walks to work"
"3581","jon","hear",86,"high_prior","Jon lives 2 blocks away from work","block2",0.86,0.65,"Jon walks to work"
"3582","jon","hear",98,"low_prior","Jon lives 10 miles away from work","block2",0.01,0.38,"Jon walks to work"
"3583","jon","hear",165,"low_prior","Jon lives 10 miles away from work","block1",0.22,1,"Jon walks to work"
"3584","jon","hear",178,"high_prior","Jon lives 2 blocks away from work","block1",0.85,0.81,"Jon walks to work"
"3585","jon","hear",184,"low_prior","Jon lives 10 miles away from work","block1",0.29,0.72,"Jon walks to work"
"3586","jon","hear",220,"low_prior","Jon lives 10 miles away from work","block1",0.12,0.8,"Jon walks to work"
"3587","jon","hear",269,"low_prior","Jon lives 10 miles away from work","block1",0.82,0.51,"Jon walks to work"
"3588","jon","hear",273,"low_prior","Jon lives 10 miles away from work","block1",0.37,0.96,"Jon walks to work"
"3589","jon","inform",33,"high_prior","Jon lives 2 blocks away from work","block2",0.76,0.97,"Jon walks to work"
"3590","jon","inform",45,"low_prior","Jon lives 10 miles away from work","block2",0.7,0.17,"Jon walks to work"
"3591","jon","inform",48,"low_prior","Jon lives 10 miles away from work","block2",0.33,0.83,"Jon walks to work"
"3592","jon","inform",51,"low_prior","Jon lives 10 miles away from work","block1",0.51,0.94,"Jon walks to work"
"3593","jon","inform",55,"high_prior","Jon lives 2 blocks away from work","block1",0.91,0.68,"Jon walks to work"
"3594","jon","inform",60,"low_prior","Jon lives 10 miles away from work","block2",0.28,0.44,"Jon walks to work"
"3595","jon","inform",61,"high_prior","Jon lives 2 blocks away from work","block2",0.74,0.97,"Jon walks to work"
"3596","jon","inform",81,"high_prior","Jon lives 2 blocks away from work","block2",0.68,0.73,"Jon walks to work"
"3597","jon","inform",99,"low_prior","Jon lives 10 miles away from work","block2",0.19,0.05,"Jon walks to work"
"3598","jon","inform",107,"low_prior","Jon lives 10 miles away from work","block2",0.12,0.98,"Jon walks to work"
"3599","jon","inform",118,"low_prior","Jon lives 10 miles away from work","block2",0.08,0.11,"Jon walks to work"
"3600","jon","inform",131,"high_prior","Jon lives 2 blocks away from work","block2",0.85,0.89,"Jon walks to work"
"3601","jon","inform",145,"high_prior","Jon lives 2 blocks away from work","block1",0.98,0.99,"Jon walks to work"
"3602","jon","inform",150,"low_prior","Jon lives 10 miles away from work","block2",0.29,0.29,"Jon walks to work"
"3603","jon","inform",168,"low_prior","Jon lives 10 miles away from work","block1",0.65,0.6,"Jon walks to work"
"3604","jon","inform",230,"high_prior","Jon lives 2 blocks away from work","block1",0.92,1,"Jon walks to work"
"3605","jon","inform",243,"low_prior","Jon lives 10 miles away from work","block1",0.24,1,"Jon walks to work"
"3606","jon","know",13,"low_prior","Jon lives 10 miles away from work","block1",0.67,0.89,"Jon walks to work"
"3607","jon","know",14,"high_prior","Jon lives 2 blocks away from work","block2",0.96,0.92,"Jon walks to work"
"3608","jon","know",18,"low_prior","Jon lives 10 miles away from work","block1",0.11,0.78,"Jon walks to work"
"3609","jon","know",34,"low_prior","Jon lives 10 miles away from work","block2",0.02,0.91,"Jon walks to work"
"3610","jon","know",47,"low_prior","Jon lives 10 miles away from work","block2",0.14,0.84,"Jon walks to work"
"3611","jon","know",63,"high_prior","Jon lives 2 blocks away from work","block2",0.89,0.81,"Jon walks to work"
"3612","jon","know",65,"low_prior","Jon lives 10 miles away from work","block2",0.1,0.92,"Jon walks to work"
"3613","jon","know",74,"low_prior","Jon lives 10 miles away from work","block1",0.2,0.1,"Jon walks to work"
"3614","jon","know",76,"low_prior","Jon lives 10 miles away from work","block1",0.22,0.97,"Jon walks to work"
"3615","jon","know",92,"low_prior","Jon lives 10 miles away from work","block1",0.25,1,"Jon walks to work"
"3616","jon","know",122,"high_prior","Jon lives 2 blocks away from work","block1",0.98,0.97,"Jon walks to work"
"3617","jon","know",139,"high_prior","Jon lives 2 blocks away from work","block2",0.59,0.69,"Jon walks to work"
"3618","jon","know",147,"high_prior","Jon lives 2 blocks away from work","block2",0.96,0.95,"Jon walks to work"
"3619","jon","know",156,"low_prior","Jon lives 10 miles away from work","block2",0.02,0.98,"Jon walks to work"
"3620","jon","know",201,"low_prior","Jon lives 10 miles away from work","block1",0.11,0.19,"Jon walks to work"
"3621","jon","know",211,"low_prior","Jon lives 10 miles away from work","block1",0.08,0.99,"Jon walks to work"
"3622","jon","know",225,"high_prior","Jon lives 2 blocks away from work","block1",0.56,0.56,"Jon walks to work"
"3623","jon","know",234,"low_prior","Jon lives 10 miles away from work","block2",0.03,0.86,"Jon walks to work"
"3624","jon","know",249,"high_prior","Jon lives 2 blocks away from work","block2",0.97,0.99,"Jon walks to work"
"3625","jon","know",276,"low_prior","Jon lives 10 miles away from work","block2",0.17,0.88,"Jon walks to work"
"3626","jon","know",285,"high_prior","Jon lives 2 blocks away from work","block1",0.74,0.85,"Jon walks to work"
"3627","jon","know",286,"low_prior","Jon lives 10 miles away from work","block2",0.2,0,"Jon walks to work"
"3628","jon","know",288,"high_prior","Jon lives 2 blocks away from work","block1",0.91,1,"Jon walks to work"
"3629","jon","pretend",64,"low_prior","Jon lives 10 miles away from work","block1",0.1,0,"Jon walks to work"
"3630","jon","pretend",101,"high_prior","Jon lives 2 blocks away from work","block1",0.91,0.24,"Jon walks to work"
"3631","jon","pretend",102,"high_prior","Jon lives 2 blocks away from work","block1",0.75,0.84,"Jon walks to work"
"3632","jon","pretend",110,"high_prior","Jon lives 2 blocks away from work","block1",0,0.03,"Jon walks to work"
"3633","jon","pretend",146,"low_prior","Jon lives 10 miles away from work","block1",0.54,0.77,"Jon walks to work"
"3634","jon","pretend",183,"low_prior","Jon lives 10 miles away from work","block1",0.73,0.33,"Jon walks to work"
"3635","jon","pretend",188,"high_prior","Jon lives 2 blocks away from work","block1",0.87,0.03,"Jon walks to work"
"3636","jon","pretend",198,"high_prior","Jon lives 2 blocks away from work","block1",0.48,0.27,"Jon walks to work"
"3637","jon","pretend",253,"high_prior","Jon lives 2 blocks away from work","block1",0.88,0.86,"Jon walks to work"
"3638","jon","prove",2,"high_prior","Jon lives 2 blocks away from work","block1",0.72,0.67,"Jon walks to work"
"3639","jon","prove",10,"low_prior","Jon lives 10 miles away from work","block2",0.1,0.78,"Jon walks to work"
"3640","jon","prove",12,"high_prior","Jon lives 2 blocks away from work","block2",0.99,0.88,"Jon walks to work"
"3641","jon","prove",79,"low_prior","Jon lives 10 miles away from work","block2",0.33,0.08,"Jon walks to work"
"3642","jon","prove",95,"high_prior","Jon lives 2 blocks away from work","block2",0.69,0.03,"Jon walks to work"
"3643","jon","prove",108,"low_prior","Jon lives 10 miles away from work","block1",0.5,0.01,"Jon walks to work"
"3644","jon","prove",132,"low_prior","Jon lives 10 miles away from work","block2",0.07,0.06,"Jon walks to work"
"3645","jon","prove",140,"low_prior","Jon lives 10 miles away from work","block2",0.15,0.14,"Jon walks to work"
"3646","jon","prove",158,"low_prior","Jon lives 10 miles away from work","block1",0.13,0.14,"Jon walks to work"
"3647","jon","prove",175,"high_prior","Jon lives 2 blocks away from work","block1",0.88,0.14,"Jon walks to work"
"3648","jon","prove",192,"high_prior","Jon lives 2 blocks away from work","block2",0.64,0.18,"Jon walks to work"
"3649","jon","prove",218,"high_prior","Jon lives 2 blocks away from work","block2",0.99,0.99,"Jon walks to work"
"3650","jon","prove",221,"high_prior","Jon lives 2 blocks away from work","block2",0.76,0.33,"Jon walks to work"
"3651","jon","prove",267,"low_prior","Jon lives 10 miles away from work","block1",0.05,0.49,"Jon walks to work"
"3652","jon","prove",268,"high_prior","Jon lives 2 blocks away from work","block2",0.88,0,"Jon walks to work"
"3653","jon","prove",274,"low_prior","Jon lives 10 miles away from work","block1",0.1,0.01,"Jon walks to work"
"3654","jon","prove",295,"low_prior","Jon lives 10 miles away from work","block2",0.64,0.42,"Jon walks to work"
"3655","jon","reveal",27,"low_prior","Jon lives 10 miles away from work","block2",0.22,0.02,"Jon walks to work"
"3656","jon","reveal",37,"low_prior","Jon lives 10 miles away from work","block2",0.53,0.29,"Jon walks to work"
"3657","jon","reveal",56,"low_prior","Jon lives 10 miles away from work","block1",0.03,0.25,"Jon walks to work"
"3658","jon","reveal",75,"low_prior","Jon lives 10 miles away from work","block1",0.05,0.15,"Jon walks to work"
"3659","jon","reveal",115,"low_prior","Jon lives 10 miles away from work","block2",0.28,0.85,"Jon walks to work"
"3660","jon","reveal",181,"high_prior","Jon lives 2 blocks away from work","block2",0.54,0.92,"Jon walks to work"
"3661","jon","reveal",279,"low_prior","Jon lives 10 miles away from work","block1",0,0.78,"Jon walks to work"
"3662","jon","say",9,"high_prior","Jon lives 2 blocks away from work","block2",0.95,0.64,"Jon walks to work"
"3663","jon","say",29,"low_prior","Jon lives 10 miles away from work","block1",0,0.12,"Jon walks to work"
"3664","jon","say",42,"high_prior","Jon lives 2 blocks away from work","block2",0.81,0.08,"Jon walks to work"
"3665","jon","say",84,"low_prior","Jon lives 10 miles away from work","block1",0.11,0.04,"Jon walks to work"
"3666","jon","say",89,"low_prior","Jon lives 10 miles away from work","block2",0.07,0,"Jon walks to work"
"3667","jon","say",106,"low_prior","Jon lives 10 miles away from work","block1",0.48,0.47,"Jon walks to work"
"3668","jon","say",136,"high_prior","Jon lives 2 blocks away from work","block2",0.75,0.45,"Jon walks to work"
"3669","jon","say",172,"low_prior","Jon lives 10 miles away from work","block1",0.14,0,"Jon walks to work"
"3670","jon","say",185,"high_prior","Jon lives 2 blocks away from work","block2",0.94,0.79,"Jon walks to work"
"3671","jon","say",191,"low_prior","Jon lives 10 miles away from work","block1",0,0,"Jon walks to work"
"3672","jon","say",240,"low_prior","Jon lives 10 miles away from work","block2",0.05,0.11,"Jon walks to work"
"3673","jon","say",256,"high_prior","Jon lives 2 blocks away from work","block1",0.91,0.1,"Jon walks to work"
"3674","jon","see",21,"low_prior","Jon lives 10 miles away from work","block2",0.11,0.66,"Jon walks to work"
